procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95918388  22864 786884    0    0    35  1313 89001   18  0  1 99  0  0  0
 0  0      0 95918136  22864 786892    0    0     0     0  628  320  0  0 100  0  0  0
 0  0      0 95917656  22864 786900    0    0     0     0  719  477  0  0 100  0  0  0
 0  0      0 95917152  22864 786908    0    0     0     0  542  292  0  0 100  0  0  0
 0  0      0 95917152  22864 786908    0    0     0     0  322  148  0  0 100  0  0  0
 0  0      0 95917152  22864 786908    0    0     0    10  107  122  0  0 100  0  0  0
 0  0      0 95884820  22904 786908    0    0     0   524 2426 3701  0  0 100  0  0  0
 6  0      0 95866164  22908 787416    0    0     0    41 1030632 994902  2 11 87  0  0  0
13  0      0 95862884  22908 787416    0    0     0     0 1182533 1147538  2 12 86  0  0  0
10  0      0 95862236  22908 787420    0    0     0     0 1181998 1146227  2 12 86  0  0  0
 2  0      0 95860212  22908 787420    0    0     0     0 1186561 1150661  2 12 86  0  0  0
 0  0      0 95868596  22908 787420    0    0     0     0 1176832 1140852  3 12 86  0  0  0
 2  0      0 95865152  22908 787420    0    0     0    13 1186914 1148935  3 12 85  0  0  0
 0  0      0 95865104  22908 787424    0    0     0     0 1188717 1151914  3 12 85  0  0  0
11  0      0 95860164  22908 787424    0    0     0     0 1168557 1130469  3 13 85  0  0  0
 9  0      0 95866040  22908 787428    0    0     0     0 1174690 1136839  3 12 85  0  0  0
 4  0      0 95859328  22908 787428    0    0     0     0 1176515 1139324  2 12 86  0  0  0
 5  0      0 95865288  22912 787428    0    0     0     5 1165238 1129999  3 13 85  0  0  0
 4  0      0 95859556  22912 787428    0    0     0     0 1191838 1154297  3 13 84  0  0  0
 2  0      0 95861676  22912 787428    0    0     0     0 1169657 1131242  3 13 84  0  0  0
 6  0      0 95866216  22912 787428    0    0     0     0 1174088 1135585  3 14 83  0  0  0
