Linux 6.6.121-0-virt (ip-172-31-10-23) 	03/18/26 	_aarch64_	(48 CPU)

22:28:11      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
22:28:12            0       560      0.00      0.18      0.44         0
22:28:13            0       559      0.00      0.18      0.44         0
22:28:14            0       559      0.00      0.18      0.44         0
22:28:15            0       559      0.00      0.18      0.44         0
22:28:16           24       681      0.48      0.27      0.47         0
22:28:17            3       681      0.48      0.27      0.47         0
22:28:18           10       681      0.48      0.27      0.47         0
22:28:19            4       681      0.48      0.27      0.47         0
22:28:20            4       681      0.48      0.27      0.47         0
22:28:21            0       681      1.80      0.55      0.56         0
22:28:22            0       681      1.80      0.55      0.56         0
22:28:23           16       681      1.80      0.55      0.56         0
22:28:24            4       681      1.80      0.55      0.56         0
22:28:25           17       681      1.80      0.55      0.56         0
22:28:26           14       681      2.46      0.71      0.61         0
22:28:27           20       681      2.46      0.71      0.61         0
22:28:28           13       681      2.46      0.71      0.61         0
22:28:29            5       681      2.46      0.71      0.61         0
22:28:30           16       681      2.46      0.71      0.61         0
22:28:31           12       681      2.50      0.75      0.62         0
22:28:32            2       681      2.50      0.75      0.62         0
22:28:33            0       681      2.50      0.75      0.62         0
22:28:34           19       681      2.50      0.75      0.62         0
22:28:35           14       681      2.50      0.75      0.62         0
22:28:36           14       681      3.18      0.92      0.68         0
22:28:37           12       681      3.18      0.92      0.68         0
22:28:38            4       681      3.18      0.92      0.68         0
22:28:39           23       681      3.18      0.92      0.68         0
22:28:40           16       681      3.18      0.92      0.68         0
22:28:41           19       683      3.25      0.97      0.70         0
22:28:42            4       681      3.25      0.97      0.70         0
22:28:43            9       681      3.25      0.97      0.70         0
22:28:44            5       681      3.25      0.97      0.70         0
22:28:45           19       681      3.25      0.97      0.70         0
22:28:46           14       682      4.19      1.20      0.77         0
22:28:47           24       682      4.19      1.20      0.77         0
22:28:48           26       682      4.19      1.20      0.77         0
22:28:49            8       682      4.19      1.20      0.77         0
22:28:50            7       682      4.19      1.20      0.77         0
22:28:51            6       682      4.10      1.23      0.78         0
22:28:52            6       682      4.10      1.23      0.78         0
22:28:53            8       682      4.10      1.23      0.78         0
22:28:54           11       682      4.10      1.23      0.78         0
22:28:55           21       682      4.10      1.23      0.78         0
22:28:56           14       682      3.93      1.25      0.79         0
22:28:57           15       682      3.93      1.25      0.79         0
22:28:58            4       682      3.93      1.25      0.79         0
22:28:59           13       682      3.93      1.25      0.79         0
22:29:00           11       682      3.93      1.25      0.79         0
22:29:01            3       682      5.21      1.56      0.89         0
22:29:02           22       682      5.21      1.56      0.89         0
22:29:03           17       682      5.21      1.56      0.89         0
22:29:04            5       682      5.21      1.56      0.89         0
22:29:05            0       682      5.21      1.56      0.89         0
22:29:06            1       682      5.60      1.70      0.94         0
22:29:07           20       682      5.60      1.70      0.94         0
22:29:08           15       682      5.60      1.70      0.94         0
22:29:09            0       682      5.60      1.70      0.94         0
22:29:10           17       682      5.60      1.70      0.94         0
22:29:11           17       682      6.35      1.92      1.02         0
22:29:12           17       682      6.35      1.92      1.02         0
22:29:13           15       682      6.35      1.92      1.02         0
22:29:14            3       682      6.35      1.92      1.02         0
22:29:15           22       682      6.35      1.92      1.02         0
22:29:16            9       682      6.48      2.02      1.06         0
22:29:17           12       682      6.48      2.02      1.06         0
22:29:18            2       681      6.48      2.02      1.06         0
22:29:19           14       681      6.48      2.02      1.06         0
22:29:20            5       679      6.48      2.02      1.06         0
Average:           11       674      3.59      1.10      0.74         0
