Linux 6.6.121-0-virt (ip-172-31-10-23) 	03/18/26 	_aarch64_	(48 CPU)

21:57:40      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
21:57:41            0       577      0.00      0.01      0.00         0
21:57:42            0       576      0.00      0.01      0.00         0
21:57:43            0       576      0.00      0.01      0.00         0
21:57:44            0       576      0.00      0.01      0.00         0
21:57:45            5       699      0.00      0.01      0.00         0
21:57:46            7       699      0.00      0.01      0.00         0
21:57:47            0       699      0.00      0.01      0.00         0
21:57:48           10       699      0.48      0.11      0.03         0
21:57:49            2       699      0.48      0.11      0.03         0
21:57:50            9       699      0.48      0.11      0.03         0
21:57:51            2       699      0.48      0.11      0.03         0
21:57:52            0       699      0.48      0.11      0.03         0
21:57:53            4       699      1.00      0.23      0.07         0
21:57:54            7       699      1.00      0.23      0.07         0
21:57:55            3       699      1.00      0.23      0.07         0
21:57:56            2       699      1.00      0.23      0.07         0
21:57:57            4       699      1.00      0.23      0.07         0
21:57:58            4       699      1.24      0.29      0.09         0
21:57:59            0       699      1.24      0.29      0.09         0
21:58:00            6       699      1.24      0.29      0.09         0
21:58:01           13       699      1.24      0.29      0.09         0
21:58:02            6       699      1.24      0.29      0.09         0
21:58:03            5       699      1.54      0.37      0.12         0
21:58:04            2       699      1.54      0.37      0.12         0
21:58:05            6       699      1.54      0.37      0.12         0
21:58:06            4       699      1.54      0.37      0.12         0
21:58:07            4       699      1.54      0.37      0.12         0
21:58:08            5       699      2.14      0.51      0.17         0
21:58:09            0       699      2.14      0.51      0.17         0
21:58:10           10       699      2.14      0.51      0.17         0
21:58:11           12       699      2.14      0.51      0.17         0
21:58:12            6       699      2.14      0.51      0.17         0
21:58:13            2       699      2.29      0.57      0.19         0
21:58:14            4       699      2.29      0.57      0.19         0
21:58:15            2       700      2.29      0.57      0.19         0
21:58:16            8       700      2.29      0.57      0.19         0
21:58:17            6       700      2.29      0.57      0.19         0
21:58:18           10       700      3.15      0.78      0.26         0
21:58:19            6       700      3.15      0.78      0.26         0
21:58:20            8       700      3.15      0.78      0.26         0
21:58:21            8       700      3.15      0.78      0.26         0
21:58:22            7       700      3.15      0.78      0.26         0
21:58:23            1       700      3.46      0.88      0.29         0
21:58:24            6       700      3.46      0.88      0.29         0
21:58:25            5       700      3.46      0.88      0.29         0
21:58:26            8       700      3.46      0.88      0.29         0
21:58:27            9       700      3.46      0.88      0.29         0
21:58:28           10       700      3.42      0.91      0.31         0
21:58:29           10       700      3.42      0.91      0.31         0
21:58:30            7       700      3.42      0.91      0.31         0
21:58:31            3       700      3.42      0.91      0.31         0
21:58:32            9       700      3.42      0.91      0.31         0
21:58:33            1       700      3.31      0.93      0.32         0
21:58:34            8       700      3.31      0.93      0.32         0
21:58:35            4       700      3.31      0.93      0.32         0
21:58:36           10       700      3.31      0.93      0.32         0
21:58:37            9       700      3.31      0.93      0.32         0
21:58:38            3       700      3.44      1.00      0.34         0
21:58:39           16       700      3.44      1.00      0.34         0
21:58:40            9       700      3.44      1.00      0.34         0
21:58:41            3       700      3.44      1.00      0.34         0
21:58:42           15       700      3.44      1.00      0.34         0
21:58:43            1       700      3.33      1.02      0.35         0
21:58:44            3       700      3.33      1.02      0.35         0
21:58:45            2       700      3.33      1.02      0.35         0
21:58:46            6       700      3.33      1.02      0.35         0
21:58:47            4       699      3.33      1.02      0.35         0
21:58:48            2       699      3.06      1.00      0.35         0
21:58:49            8       697      3.06      1.00      0.35         0
Average:            5       692      2.18      0.58      0.19         0
