procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95928904  22744 786508    0    0    48  1780 50644   10  0  0 99  0  0  0
 0  0      0 95928400  22744 786508    0    0     0     0  697  323  0  0 100  0  0  0
 0  0      0 95927656  22744 786528    0    0     0     0  967  495  0  0 100  0  0  0
 0  0      0 95927404  22744 786532    0    0     0     0  506  303  0  0 100  0  0  0
 0  0      0 95927404  22744 786532    0    0     0     0  223  237  0  0 100  0  0  0
 0  0      0 95927404  22748 786528    0    0     0    12  110  132  0  0 100  0  0  0
 5  0      0 95880588  22788 786856    0    0     0   563 17273 17891  0  0 100  0  0  0
 9  0      0 95878136  22788 787028    0    0     0     0 1518332 1488311  4 21 75  0  0  0
 5  0      0 95876620  22788 787028    0    0     0     0 1544182 1522877  4 23 74  0  0  0
 8  0      0 95876552  22788 787028    0    0     0     0 1521233 1494247  4 22 73  0  0  0
14  0      0 95874908  22788 787032    0    0     0     0 1509969 1480288  5 25 70  0  0  0
 5  0      0 95874832  22788 787032    0    0     0     0 1501959 1471359  5 22 73  0  0  0
 1  0      0 95874180  22788 787032    0    0     0    12 1511989 1484638  5 24 72  0  0  0
 7  0      0 95874336  22788 787032    0    0     0     0 1527588 1503790  5 23 72  0  0  0
19  0      0 95873004  22788 787036    0    0     0     0 1527843 1501169  5 22 73  0  0  0
 4  0      0 95872732  22788 787036    0    0     0     0 1539191 1519396  5 21 74  0  0  0
16  0      0 95871884  22788 787040    0    0     0     0 1510595 1482130  5 23 73  0  0  0
 3  0      0 95871828  22792 787036    0    0     0     5 1526592 1502963  5 24 71  0  0  0
11  0      0 95870260  22792 787040    0    0     0     0 1529184 1504756  5 23 72  0  0  0
24  0      0 95870188  22792 787040    0    0     0     0 1545942 1524287  5 23 72  0  0  0
13  0      0 95868964  22792 787040    0    0     0     0 1514939 1487059  4 23 72  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 95868900  22792 787040    0    0     0     0 1520518 1495516  5 23 72  0  0  0
11  0      0 95867844  22792 787044    0    0     0     5 1509051 1479547  5 24 71  0  0  0
 7  0      0 95867728  22792 787044    0    0     0     0 1501875 1469256  5 22 73  0  0  0
 0  0      0 95866464  22792 787044    0    0     0     0 1534247 1510646  5 23 72  0  0  0
 3  0      0 95866640  22792 787044    0    0     0     0 1571300 1556673  4 21 76  0  0  0
 2  0      0 95863488  22792 787048    0    0     0     0 1528091 1504623  5 22 73  0  0  0
 3  0      0 95863400  22800 787040    0    0     0     5 1505047 1474563  4 22 74  0  0  0
14  0      0 95863272  22800 787052    0    0     0     0 1520383 1494452  4 23 73  0  0  0
 6  0      0 95863716  22800 787052    0    0     0     0 1538496 1514009  4 20 77  0  0  0
12  0      0 95862688  22800 787052    0    0     0     0 1521041 1496852  5 23 72  0  0  0
11  0      0 95862672  22800 787052    0    0     0     0 1545017 1528517  4 21 76  0  0  0
 0  0      0 95862116  22800 787052    0    0     0     5 1521940 1497337  4 22 74  0  0  0
 5  0      0 95862548  22800 787052    0    0     0     0 1575637 1560693  4 19 77  0  0  0
17  0      0 95859756  22800 787056    0    0     0     0 1546110 1525720  4 21 76  0  0  0
 2  0      0 95859716  22800 787056    0    0     0     0 1545234 1524144  4 22 73  0  0  0
23  0      0 95858608  22800 787060    0    0     0     0 1529272 1507040  5 25 70  0  0  0
11  0      0 95859044  22800 787060    0    0     0    45 1529067 1505454  5 23 72  0  0  0
 0  0      0 95858492  22800 787060    0    0     0    14 1550387 1530011  5 23 72  0  0  0
 5  0      0 95858712  22800 787060    0    0     0     0 1552495 1532618  4 21 75  0  0  0
11  0      0 95857612  22800 787060    0    0     0     0 1544423 1524664  4 20 77  0  0  0
 5  0      0 95857548  22800 787060    0    0     0     0 1524818 1499238  5 23 71  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
19  0      0 95857560  22800 787068    0    0     0    20 1518388 1492138  5 25 70  0  0  0
25  0      0 95857696  22808 787068    0    0     0     7 1529229 1506520  4 22 74  0  0  0
14  0      0 95851940  22808 787068    0    0     0     0 1527066 1501897  4 22 74  0  0  0
13  0      0 95852160  22808 787068    0    0     0     0 1525681 1500404  5 21 74  0  0  0
 7  0      0 95851876  22808 787068    0    0     0     0 1516812 1489785  4 21 75  0  0  0
12  0      0 95851776  22808 787072    0    0     0     0 1507097 1477187  4 22 74  0  0  0
