Linux 6.6.121-0-virt (ip-172-31-4-226) 	03/18/26 	_aarch64_	(48 CPU)

21:57:37      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
21:57:38            0       645      0.00      0.00      0.00         0
21:57:39            0       646      0.00      0.00      0.00         0
21:57:40            0       644      0.00      0.00      0.00         0
21:57:41            0       644      0.00      0.00      0.00         0
21:57:42            0       644      0.00      0.00      0.00         0
21:57:43            0       644      0.00      0.00      0.00         0
21:57:44            0       644      0.00      0.00      0.00         0
21:57:45            1       646      0.00      0.00      0.00         0
21:57:46            5       648      0.00      0.00      0.00         0
21:57:47           16       648      0.00      0.00      0.00         0
21:57:48           12       648      0.00      0.00      0.00         0
21:57:49           16       648      0.40      0.08      0.03         0
21:57:50            2       648      0.40      0.08      0.03         0
21:57:51           17       648      0.40      0.08      0.03         0
21:57:52            5       648      0.40      0.08      0.03         0
21:57:53            1       648      0.40      0.08      0.03         1
21:57:54           11       648      0.61      0.13      0.04         1
21:57:55           20       648      0.61      0.13      0.04         1
21:57:56           13       648      0.61      0.13      0.04         1
21:57:57           10       648      0.61      0.13      0.04         1
21:57:58            1       648      0.61      0.13      0.04         0
21:57:59           15       648      0.88      0.20      0.06         0
21:58:00            6       648      0.88      0.20      0.06         0
21:58:01            6       648      0.88      0.20      0.06         0
21:58:02            9       648      0.88      0.20      0.06         0
21:58:03            8       649      0.88      0.20      0.06         0
21:58:04            8       649      2.09      0.46      0.15         1
21:58:05            4       649      2.09      0.46      0.15         1
21:58:06            8       649      2.09      0.46      0.15         1
21:58:07            7       649      2.09      0.46      0.15         1
21:58:08           16       649      2.09      0.46      0.15         1
21:58:09           16       649      2.48      0.57      0.19         0
21:58:10            8       649      2.48      0.57      0.19         0
21:58:11            1       649      2.48      0.57      0.19         0
21:58:12           14       649      2.48      0.57      0.19         0
21:58:13            9       649      2.48      0.57      0.19         0
21:58:14           13       649      2.85      0.67      0.22         1
21:58:15            9       649      2.85      0.67      0.22         1
21:58:16           13       649      2.85      0.67      0.22         1
21:58:17           10       649      2.85      0.67      0.22         1
21:58:18            4       649      2.85      0.67      0.22         1
21:58:19            5       649      3.98      0.95      0.31         1
21:58:20            4       649      3.98      0.95      0.31         0
21:58:21            7       649      3.98      0.95      0.31         0
21:58:22           13       649      3.98      0.95      0.31         0
21:58:23            5       649      3.98      0.95      0.31         0
21:58:24           15       649      5.10      1.23      0.41         0
21:58:25            1       649      5.10      1.23      0.41         1
21:58:26            2       649      5.10      1.23      0.41         0
21:58:27           10       649      5.10      1.23      0.41         1
21:58:28           23       651      5.10      1.23      0.41         1
21:58:29            9       649      6.14      1.51      0.50         1
21:58:30            8       649      6.14      1.51      0.50         1
21:58:31           17       649      6.14      1.51      0.50         1
21:58:32           14       649      6.14      1.51      0.50         0
21:58:33            5       649      6.14      1.51      0.50         0
21:58:34           13       649      6.85      1.73      0.58         0
21:58:35            7       649      6.85      1.73      0.58         0
21:58:36           15       649      6.85      1.73      0.58         0
21:58:37           17       649      6.85      1.73      0.58         1
21:58:38            4       649      6.85      1.73      0.58         1
21:58:39            3       649      6.94      1.84      0.62         0
21:58:40           15       646      6.94      1.84      0.62         1
21:58:41           14       646      6.94      1.84      0.62         1
21:58:42           16       646      6.94      1.84      0.62         1
21:58:43           12       646      6.94      1.84      0.62         0
21:58:44            9       645      6.86      1.91      0.65         0
21:58:45            8       645      6.86      1.91      0.65         0
21:58:46           18       643      6.86      1.91      0.65         0
Average:            9       648      3.08      0.76      0.25         0
