procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95907400  23724 790136    0    0     6   256 66413   13  0  1 99  0  0  0
 0  0      0 95907148  23724 790144    0    0     0     0  683  322  0  0 100  0  0  0
 0  0      0 95907148  23724 790148    0    0     0     0  620  427  0  0 100  0  0  0
 0  0      0 95906392  23724 790156    0    0     0     0  631  374  0  0 100  0  0  0
 0  0      0 95906392  23728 790156    0    0     0    13  122  140  0  0 100  0  0  0
 0  0      0 95906392  23728 790156    0    0     0     0  102  125  0  0 100  0  0  0
 3  0      0 95881440  23740 790160    0    0     0   533 3012 4447  0  0 100  0  0  0
 8  0      0 95843716  23740 790396    0    0     0    45 1602978 1583547  4 19 77  0  0  0
 2  0      0 95842016  23740 790396    0    0     0     0 1604976 1600975  4 22 74  0  0  0
 3  0      0 95839004  23740 790400    0    0     0     0 1601845 1596160  3 21 76  0  0  0
25  0      0 95837352  23740 790400    0    0     0     0 1597342 1589712  4 21 75  0  0  0
11  0      0 95834464  23740 790400    0    0     0    16 1642976 1639855  4 20 76  0  0  0
14  0      0 95833068  23740 790400    0    0     0    17 1579798 1572520  3 19 78  0  0  0
13  0      0 95834640  23740 790404    0    0     0     0 1617250 1617844  4 19 77  0  0  0
10  0      0 95833016  23740 790404    0    0     0     0 1632319 1632298  4 18 78  0  0  0
22  0      0 95830504  23740 790404    0    0     0     0 1628630 1626809  3 18 79  0  0  0
 6  0      0 95829704  23740 790408    0    0     0     0 1615607 1611399  4 19 77  0  0  0
12  0      0 95828812  23740 790408    0    0     0     5 1609049 1605094  4 18 78  0  0  0
 5  0      0 95826168  23740 790408    0    0     0     0 1623858 1620940  4 19 77  0  0  0
20  0      0 95825796  23740 790408    0    0     0     0 1599786 1591576  4 19 76  0  0  0
11  0      0 95824616  23740 790408    0    0     0     0 1585439 1578108  4 22 74  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
21  0      0 95823620  23740 790408    0    0     0     0 1639388 1641762  3 17 80  0  0  0
 8  0      0 95823264  23740 790412    0    0     0     5 1598125 1591501  4 19 77  0  0  0
14  0      0 95822036  23740 790412    0    0     0     0 1651529 1655098  4 19 78  0  0  0
 7  0      0 95820820  23740 790412    0    0     0     0 1633233 1632557  3 18 78  0  0  0
17  0      0 95820988  23740 790416    0    0     0     0 1643326 1645487  4 19 77  0  0  0
