Linux 6.6.121-0-virt (ip-172-31-0-225) 	03/18/26 	_aarch64_	(48 CPU)

20:52:52        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:52:53        all      0.06      0.00      0.00      0.00      0.00     99.94
20:52:54        all      0.02      0.00      0.00      0.00      0.00     99.98
20:52:55        all      0.00      0.00      0.00      0.00      0.00    100.00
20:52:56        all      0.00      0.00      0.00      0.00      0.00    100.00
20:52:57        all      0.04      0.00      0.00      0.00      0.00     99.96
20:52:58        all      1.27      0.00      6.35      0.13      0.00     92.25
20:52:59        all      1.65      0.00      8.53      0.00      0.00     89.82
20:53:00        all      1.92      0.00      8.49      0.00      0.00     89.59
20:53:01        all      2.07      0.00      8.48      0.00      0.00     89.45
20:53:02        all      1.62      0.00      9.04      0.00      0.00     89.34
20:53:03        all      2.07      0.00     10.22      0.00      0.00     87.70
20:53:04        all      1.99      0.00      8.25      0.00      0.00     89.76
20:53:05        all      2.40      0.00     10.45      0.00      0.00     87.15
20:53:06        all      1.79      0.00      8.98      0.00      0.00     89.23
20:53:07        all      2.31      0.00      9.92      0.00      0.00     87.77
20:53:08        all      2.12      0.00      9.95      0.00      0.00     87.94
20:53:09        all      1.94      0.00      9.24      0.00      0.00     88.82
20:53:10        all      2.42      0.00      9.09      0.00      0.00     88.49
20:53:11        all      2.09      0.00      9.94      0.00      0.00     87.96
20:53:12        all      2.12      0.00      9.02      0.00      0.00     88.86
20:53:13        all      1.78      0.00      9.30      0.00      0.00     88.92
20:53:14        all      2.00      0.00      9.50      0.00      0.00     88.50
20:53:15        all      2.30      0.00     10.29      0.00      0.00     87.41
20:53:16        all      1.79      0.00      9.42      0.00      0.00     88.78
20:53:17        all      2.14      0.00      9.97      0.00      0.00     87.90
20:53:18        all      1.38      0.00      7.55      0.00      0.00     91.08
Average:        all      1.57      0.00      7.31      0.01      0.00     91.11
