Linux 6.6.121-0-virt (ip-172-31-0-225) 	03/18/26 	_aarch64_	(48 CPU)

20:50:51        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:50:52        all      0.04      0.00      0.00      0.00      0.00     99.96
20:50:53        all      0.04      0.00      0.00      0.00      0.00     99.96
20:50:54        all      0.02      0.00      0.00      0.00      0.00     99.98
20:50:55        all      0.00      0.00      0.00      0.00      0.00    100.00
20:50:56        all      0.00      0.00      0.00      0.00      0.00    100.00
20:50:57        all      0.02      0.00      0.00      0.00      0.00     99.98
20:50:58        all      1.54      0.00      6.97      0.08      0.00     91.40
20:50:59        all      2.79      0.00     10.99      0.00      0.00     86.22
20:51:00        all      2.13      0.00      9.98      0.00      0.00     87.89
20:51:01        all      2.26      0.00     10.71      0.00      0.00     87.03
20:51:02        all      2.41      0.00     11.28      0.00      0.00     86.31
20:51:03        all      2.14      0.00      9.62      0.00      0.00     88.24
20:51:04        all      2.18      0.00      9.71      0.00      0.00     88.11
20:51:05        all      2.34      0.00     10.86      0.00      0.00     86.80
20:51:06        all      2.15      0.00     10.92      0.00      0.00     86.92
20:51:07        all      2.52      0.00     10.22      0.00      0.00     87.26
20:51:08        all      2.39      0.00      9.61      0.02      0.00     87.98
20:51:09        all      2.34      0.00     10.57      0.00      0.00     87.10
20:51:10        all      1.99      0.00      9.57      0.00      0.00     88.44
20:51:11        all      2.11      0.00      9.03      0.00      0.00     88.85
20:51:12        all      2.13      0.00     10.31      0.00      0.00     87.56
20:51:13        all      2.33      0.00      9.75      0.02      0.00     87.90
20:51:14        all      2.23      0.00      9.08      0.00      0.00     88.69
20:51:15        all      2.16      0.00     10.12      0.00      0.00     87.71
20:51:16        all      2.83      0.00     10.44      0.00      0.00     86.73
20:51:17        all      2.50      0.00     10.02      0.00      0.00     87.48
Average:        all      1.74      0.00      7.60      0.00      0.00     90.66
