Linux 6.6.121-0-virt (ip-172-31-2-238) 	03/18/26 	_aarch64_	(48 CPU)

20:53:50        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:53:51        all      0.08      0.00      0.00      0.00      0.00     99.92
20:53:52        all      0.06      0.00      0.02      0.00      0.00     99.92
20:53:53        all      0.06      0.00      0.00      0.00      0.00     99.94
20:53:54        all      0.00      0.00      0.00      0.00      0.00    100.00
20:53:55        all      0.00      0.00      0.00      0.00      0.00    100.00
20:53:56        all      0.00      0.00      0.00      0.00      0.00    100.00
20:53:57        all      0.00      0.00      0.00      0.02      0.00     99.98
20:53:58        all      0.00      0.00      0.00      0.00      0.00    100.00
20:53:59        all      0.00      0.00      0.00      0.00      0.00    100.00
20:54:00        all      0.04      0.00      0.02      0.00      0.00     99.94
20:54:01        all      9.46      0.00      3.73      0.00      0.00     86.80
20:54:02        all     33.66      0.00     14.43      0.00      0.00     51.91
20:54:03        all     33.44      0.00     13.73      0.00      0.00     52.83
20:54:04        all     32.29      0.00     14.57      0.00      0.00     53.14
20:54:05        all     33.51      0.00     14.73      0.00      0.00     51.76
20:54:06        all     31.89      0.00     14.58      0.00      0.00     53.53
20:54:07        all     32.36      0.00     14.17      0.00      0.00     53.47
20:54:08        all     32.25      0.00     14.76      0.00      0.00     52.99
20:54:09        all     34.00      0.00     14.57      0.00      0.00     51.43
20:54:10        all     32.27      0.00     13.38      0.00      0.00     54.35
20:54:11        all     32.21      0.00     14.29      0.00      0.00     53.50
20:54:12        all     34.56      0.00     13.78      0.00      0.00     51.66
20:54:13        all     32.31      0.00     14.52      0.00      0.00     53.18
20:54:14        all     32.11      0.00     15.15      0.00      0.00     52.73
20:54:15        all     33.51      0.00     13.27      0.00      0.00     53.22
20:54:16        all     33.35      0.00     14.07      0.00      0.00     52.57
Average:        all     19.19      0.00      8.30      0.00      0.00     72.50
