procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95943684  23676 731632    0    0     7   249 77252   14  1  1 98  0  0  0
 0  0      0 95942716  23676 731640    0    0     0     0  600  322  0  0 100  0  0  0
 0  0      0 95942716  23676 731644    0    0     0    19  555  415  0  0 100  0  0  0
 0  0      0 95942476  23676 731648    0    0     0     0  667  515  0  0 100  0  0  0
 0  0      0 95942476  23676 731652    0    0     0     0  570  372  0  0 100  0  0  0
 0  0      0 95942000  23676 731752    0    0     0     0  195  160  0  0 100  0  0  0
 0  0      0 95942000  23676 731768    0    0     0     0  108  122  0  0 100  0  0  0
 0  0      0 95942000  23676 731788    0    0     0    10  204  229  0  0 100  0  0  0
 0  0      0 95942000  23676 731808    0    0     0     0  118  138  0  0 100  0  0  0
 0  0      0 95942000  23676 731824    0    0     0     0  112  124  0  0 100  0  0  0
 0  0      0 95942000  23676 731848    0    0     0     0  212  159  0  0 100  0  0  0
 0  0      0 95938528  23676 731864    0    0     0     0 1388  386  0  0 100  0  0  0
26  0      0 95926112  23676 731944    0    0     0     9 540249 193414 16  6 78  0  0  0
21  0      0 95920076  23676 731964    0    0     0     0 1163189 410689 34 15 52  0  0  0
29  0      0 95920744  23676 731988    0    0     0     0 1166002 411456 33 14 53  0  0  0
18  0      0 95918336  23676 732008    0    0     0     0 1164166 414737 32 15 53  0  0  0
26  0      0 95918848  23676 732028    0    0     0     0 1165667 412979 33 15 52  0  0  0
28  0      0 95918448  23676 732048    0    0     0     0 1170022 418709 32 14 54  0  0  0
17  0      0 95916840  23680 732068    0    0     0     5 1171046 417203 33 14 53  0  0  0
25  0      0 95918408  23680 732084    0    0     0     0 1163931 416807 33 14 53  0  0  0
11  0      0 95915904  23680 732104    0    0     0     0 1170244 419740 33 15 52  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
19  0      0 95919112  23680 732124    0    0     0     0 1166451 418989 32 14 54  0  0  0
23  0      0 95918016  23680 732144    0    0     0     0 1166653 418106 33 14 53  0  0  0
13  0      0 95918820  23680 732164    0    0     0     5 1170707 417309 34 14 52  0  0  0
25  0      0 95916276  23680 732188    0    0     0     0 1168594 417704 32 15 53  0  0  0
14  0      0 95917140  23680 732208    0    0     0     0 1164237 414903 32 14 53  0  0  0
