Linux 6.6.121-0-virt (ip-172-31-2-238) 	03/18/26 	_aarch64_	(48 CPU)

20:53:51      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
20:53:52            0       642      2.10      1.20      0.51         0
20:53:53            0       642      1.94      1.18      0.51         0
20:53:54            0       641      1.94      1.18      0.51         0
20:53:55            0       641      1.94      1.18      0.51         0
20:53:56            0       641      1.94      1.18      0.51         0
20:53:57            0       641      1.94      1.18      0.51         0
20:53:58            0       641      1.78      1.16      0.51         0
20:53:59            0       641      1.78      1.16      0.51         0
20:54:00            0       646      1.78      1.16      0.51         0
20:54:01           27       644      1.78      1.16      0.51         0
20:54:02           23       644      1.78      1.16      0.51         0
20:54:03           17       644      3.88      1.60      0.66         0
20:54:04           14       644      3.88      1.60      0.66         0
20:54:05           29       644      3.88      1.60      0.66         0
20:54:06           16       644      3.88      1.60      0.66         0
20:54:07           25       644      3.88      1.60      0.66         0
20:54:08           18       644      4.45      1.76      0.71         0
20:54:09           28       644      4.45      1.76      0.71         0
20:54:10           15       644      4.45      1.76      0.71         0
20:54:11           27       644      4.45      1.76      0.71         0
20:54:12           17       644      4.45      1.76      0.71         0
20:54:13           20       644      6.50      2.23      0.87         0
20:54:14           20       644      6.50      2.23      0.87         0
20:54:15           22       643      6.50      2.23      0.87         0
20:54:16           29       644      6.50      2.23      0.87         0
20:54:17           16       642      6.50      2.23      0.87         0
Average:           14       643      3.65      1.57      0.65         0
