procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95908004  23324 789008    0    0     2   104 29570    6  0  0 100  0  0  0
 0  0      0 95907528  23324 789020    0    0     0     0  637  340  0  0 100  0  0  0
 0  0      0 95907580  23324 789028    0    0     0     0  769  504  0  0 100  0  0  0
 0  0      0 95907328  23324 789032    0    0     0     0  504  304  0  0 100  0  0  0
 0  0      0 95907328  23324 789032    0    0     0     0  129  140  0  0 100  0  0  0
 0  0      0 95907328  23328 789032    0    0     0    10  109  124  0  0 100  0  0  0
 2  1      0 95881296  23352 789052    0    0     0   561 3418 5048  0  0 100  0  0  0
10  0      0 95850124  23360 789268    0    0     0    19 1503268 1451699  4 20 76  0  0  0
 0  0      0 95849736  23360 789268    0    0     0     0 1519035 1477181  4 19 76  0  0  0
 2  0      0 95846716  23360 789272    0    0     0     0 1527284 1485493  4 21 75  0  0  0
12  0      0 95843248  23360 789272    0    0     0     0 1518879 1473729  4 21 75  0  0  0
 0  0      0 95840192  23360 789272    0    0     0     0 1503385 1455383  4 21 74  0  0  0
 6  0      0 95839480  23364 789272    0    0     0    13 1513822 1466693  4 20 75  0  0  0
 9  0      0 95840660  23364 789272    0    0     0     0 1485349 1432573  4 22 74  0  0  0
 1  0      0 95841884  23364 789276    0    0     0     0 1502078 1453837  4 20 76  0  0  0
23  0      0 95841148  23364 789280    0    0     0     0 1509269 1461325  4 20 76  0  0  0
18  0      0 95841652  23364 789280    0    0     0     0 1484353 1429024  4 21 75  0  0  0
15  0      0 95842424  23368 789280    0    0     0     5 1486842 1432292  5 23 72  0  0  0
13  0      0 95841180  23368 789280    0    0     0     0 1482844 1427934  5 21 74  0  0  0
13  0      0 95841544  23368 789280    0    0     0     0 1496132 1446556  5 22 73  0  0  0
 6  0      0 95843468  23368 789280    0    0     0     0 1525362 1481960  4 20 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 95847212  23368 789280    0    0     0     0 1508240 1462029  4 22 74  0  0  0
 4  0      0 95845452  23372 789280    0    0     0     5 1493432 1440625  5 21 74  0  0  0
 9  0      0 95846280  23372 789284    0    0     0     0 1482939 1425551  4 22 74  0  0  0
20  0      0 95847576  23372 789284    0    0     0     0 1487882 1434461  4 20 76  0  0  0
20  0      0 95845204  23372 789288    0    0     0     0 1510254 1462403  4 21 75  0  0  0
23  0      0 95847812  23372 789288    0    0     0     0 1511831 1464764  5 21 75  0  0  0
15  0      0 95848636  23372 789288    0    0     0     5 1505192 1457005  4 21 75  0  0  0
 9  0      0 95844408  23372 789288    0    0     0     0 1465783 1402571  5 22 73  0  0  0
 2  0      0 95843388  23372 789292    0    0     0     0 1465262 1403846  5 21 74  0  0  0
22  0      0 95842512  23372 789292    0    0     0     0 1486699 1431314  4 22 74  0  0  0
10  0      0 95841612  23372 789292    0    0     0     0 1489425 1436102  5 22 74  0  0  0
12  0      0 95842216  23372 789292    0    0     0     5 1506821 1457287  4 19 77  0  0  0
 6  0      0 95840284  23372 789292    0    0     0     0 1495189 1442900  5 22 73  0  0  0
17  0      0 95838960  23372 789292    0    0     0     0 1495090 1443829  4 22 74  0  0  0
15  0      0 95838396  23372 789296    0    0     0     0 1492597 1439202  4 21 74  0  0  0
 3  0      0 95836644  23372 789300    0    0     0     0 1508759 1457974  4 20 76  0  0  0
10  0      0 95835956  23372 789300    0    0     0    43 1515274 1466950  4 20 76  0  0  0
13  0      0 95834460  23376 789300    0    0     0    12 1511323 1461910  5 23 73  0  0  0
19  0      0 95835152  23376 789300    0    0     0     0 1508339 1459681  4 20 76  0  0  0
12  0      0 95835392  23376 789300    0    0     0     0 1496811 1442186  4 22 73  0  0  0
 9  0      0 95835024  23376 789300    0    0     0     0 1487779 1430295  5 22 73  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  1      0 95839876  23376 789308    0    0     0    26 1528580 1481184  4 20 76  0  0  0
15  0      0 95836400  23376 789308    0    0     0     1 1507432 1455546  5 21 74  0  0  0
 8  0      0 95837384  23376 789308    0    0     0     0 1511652 1462062  4 22 74  0  0  0
 4  0      0 95834976  23376 789308    0    0     0     0 1528013 1483957  5 20 76  0  0  0
19  0      0 95834468  23376 789308    0    0     0     0 1516561 1470494  5 21 74  0  0  0
20  0      0 95834652  23376 789312    0    0     0     0 1515206 1468008  5 21 74  0  0  0
15  0      0 95838124  23380 789316    0    0     0     5 1505980 1456015  4 21 75  0  0  0
 7  0      0 95840040  23380 789316    0    0     0     0 1499600 1447756  5 21 74  0  0  0
20  0      0 95842536  23380 789316    0    0     0     0 1517933 1471126  5 22 74  0  0  0
 3  0      0 95844228  23380 789320    0    0     0     0 1543576 1504413  4 19 77  0  0  0
 9  0      0 95844296  23380 789320    0    0     0     0 1506130 1456747  4 23 73  0  0  0
12  0      0 95842724  23384 789316    0    0     0     5 1515669 1467297  4 20 75  0  0  0
11  0      0 95840480  23384 789320    0    0     0     0 1511469 1462844  4 20 76  0  0  0
 8  0      0 95840900  23384 789324    0    0     0     0 1512505 1463969  4 21 74  0  0  0
18  0      0 95840220  23384 789324    0    0     0     0 1502926 1451245  4 23 73  0  0  0
25  0      0 95840808  23384 789328    0    0     0     0 1492741 1440862  4 21 75  0  0  0
29  0      0 95840072  23388 789324    0    0     0     5 1517985 1470478  4 20 76  0  0  0
18  0      0 95837480  23388 789332    0    0     0     0 1518376 1472810  4 21 74  0  0  0
 1  0      0 95835424  23388 789332    0    0     0     0 1522462 1477479  4 21 74  0  0  0
 1  0      0 95838300  23388 789336    0    0     0     0 1502902 1454583  4 21 75  0  0  0
12  0      0 95836924  23388 789336    0    0     0     0 1527328 1481809  5 20 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0      0 95834672  23388 789336    0    0     0     5 1518950 1472261  5 22 73  0  0  0
19  0      0 95832604  23388 789336    0    0     0     0 1522238 1476317  5 22 74  0  0  0
18  0      0 95836160  23388 789336    0    0     0     0 1523588 1477016  4 20 75  0  0  0
10  0      0 95838644  23388 789336    0    0     0     0 1523491 1479258  4 21 75  0  0  0
19  0      0 95834812  23388 789340    0    0     0    30 1560368 1521965  4 20 76  0  0  0
17  0      0 95839528  23388 789340    0    0     0     0 1562385 1525049  4 21 75  0  0  0
