procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95905440  23404 789128    0    0     2   103 33339    6  0  0 100  0  0  0
 0  0      0 95905188  23404 789136    0    0     0     0  646  337  0  0 100  0  0  0
 0  0      0 95904712  23404 789144    0    0     0     0  626  388  0  0 100  0  0  0
 0  0      0 95904964  23404 789152    0    0     0     0  649  399  0  0 100  0  0  0
 0  0      0 95904964  23404 789152    0    0     0     0  130  142  0  0 100  0  0  0
 0  0      0 95904964  23408 789148    0    0     0    10  111  124  0  0 100  0  0  0
 0  1      0 95891196  23420 789160    0    0     0   410 1276 1851  0  0 100  0  0  0
15  0      0 95852644  23424 789408    0    0     0   160 1460513 1444195  3 15 82  0  0  0
10  0      0 95856312  23424 789408    0    0     0     0 1635171 1627482  3 18 79  0  0  0
 2  0      0 95851580  23424 789408    0    0     0     0 1618183 1607594  3 18 79  0  0  0
10  0      0 95852108  23424 789412    0    0     0     0 1641089 1632083  3 16 80  0  0  0
 2  0      0 95848056  23424 789412    0    0     0     0 1616040 1603568  3 19 78  0  0  0
 8  0      0 95849580  23428 789412    0    0     0    14 1619604 1609699  4 18 79  0  0  0
17  0      0 95850584  23428 789416    0    0     0     0 1643479 1633505  3 18 79  0  0  0
 4  0      0 95850864  23428 789416    0    0     0     0 1626276 1613811  4 19 78  0  0  0
 7  0      0 95854344  23428 789416    0    0     0     0 1617788 1607092  4 19 77  0  0  0
11  0      0 95849568  23428 789420    0    0     0     0 1619143 1607428  4 19 77  0  0  0
12  0      0 95846492  23432 789420    0    0     0     5 1592496 1578824  4 19 77  0  0  0
12  0      0 95845824  23432 789420    0    0     0     0 1652283 1643605  3 17 80  0  0  0
 2  0      0 95846396  23432 789420    0    0     0     0 1653331 1647305  4 17 79  0  0  0
10  0      0 95848524  23432 789420    0    0     0     0 1634903 1627298  4 18 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 95851008  23432 789420    0    0     0     0 1636743 1627653  4 18 79  0  0  0
 9  0      0 95852180  23436 789416    0    0     0     5 1600013 1588841  4 19 77  0  0  0
12  0      0 95852372  23436 789424    0    0     0     0 1599848 1585543  4 18 78  0  0  0
 4  0      0 95852444  23436 789424    0    0     0     0 1619713 1609684  4 17 79  0  0  0
 1  0      0 95849280  23436 789432    0    0     0     0 1586134 1570214  4 17 79  0  0  0
 6  0      0 95849404  23436 789432    0    0     0     0 1611669 1599735  5 20 75  0  0  0
12  0      0 95845840  23436 789432    0    0     0     5 1620395 1610470  4 17 80  0  0  0
 1  0      0 95843564  23436 789432    0    0     0     0 1630308 1619213  3 16 80  0  0  0
 8  0      0 95845564  23436 789436    0    0     0     0 1596860 1580082  5 20 75  0  0  0
13  0      0 95848160  23436 789436    0    0     0     0 1634877 1623432  4 17 79  0  0  0
 8  0      0 95847004  23436 789436    0    0     0     0 1630859 1622826  4 18 78  0  0  0
 5  0      0 95849328  23440 789436    0    0     0     5 1643173 1635442  4 18 78  0  0  0
 6  0      0 95850304  23440 789436    0    0     0     0 1629433 1619499  3 18 78  0  0  0
 7  0      0 95853252  23440 789440    0    0     0     0 1651981 1635966  4 18 78  0  0  0
 7  0      0 95854756  23440 789440    0    0     0     0 1613669 1605102  4 17 79  0  0  0
14  0      0 95850496  23440 789444    0    0     0     0 1623348 1614588  4 20 76  0  0  0
 1  0      0 95848616  23440 789444    0    0     0    23 1600359 1586866  4 19 78  0  0  0
12  0      0 95847336  23448 789444    0    0     0    13 1591648 1579637  4 18 78  0  0  0
 3  0      0 95850352  23448 789444    0    0     0     0 1633835 1626765  4 18 78  0  0  0
13  0      0 95848444  23448 789444    0    0     0     0 1622260 1611176  4 19 77  0  0  0
20  0      0 95846908  23448 789444    0    0     0     0 1626333 1619159  4 18 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  0      0 95844568  23448 789452    0    0     0    43 1614946 1603949  4 17 79  0  0  0
11  0      0 95848900  23448 789452    0    0     0     8 1620015 1608976  4 19 77  0  0  0
 7  0      0 95855020  23448 789452    0    0     0     0 1617714 1606270  4 18 77  0  0  0
16  0      0 95856756  23448 789452    0    0     0     0 1667390 1657384  3 18 79  0  0  0
 0  0      0 95851168  23448 789452    0    0     0     0 1617345 1608429  4 19 77  0  0  0
13  0      0 95851784  23448 789452    0    0     0     0 1619954 1608541  4 19 77  0  0  0
 4  0      0 95849416  23448 789460    0    0     0     5 1602732 1592230  4 19 77  0  0  0
12  0      0 95845800  23448 789460    0    0     0     0 1601983 1588661  4 19 76  0  0  0
11  0      0 95844776  23448 789460    0    0     0     0 1613498 1598919  4 19 78  0  0  0
10  0      0 95843452  23448 789464    0    0     0     0 1596120 1584092  4 20 76  0  0  0
 7  0      0 95841300  23448 789464    0    0     0     0 1632762 1620980  4 18 79  0  0  0
 9  0      0 95842608  23452 789464    0    0     0     5 1580525 1565078  4 20 76  0  0  0
 8  0      0 95840924  23452 789468    0    0     0     0 1583468 1566291  4 19 77  0  0  0
 7  0      0 95843172  23452 789468    0    0     0     0 1577300 1559965  4 20 77  0  0  0
 0  0      0 95843976  23452 789468    0    0     0     0 1598891 1583729  4 19 76  0  0  0
 0  0      0 95846908  23452 789472    0    0     0     0 1578900 1562953  4 20 76  0  0  0
10  0      0 95850636  23452 789472    0    0     0     5 1579502 1564508  4 20 77  0  0  0
