procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95497580  24384 1169168    0    0     3   345 21482    3  0  0 100  0  0  0
 0  0      0 95497832  24384 1169176    0    0     0     0  705  353  0  0 100  0  0  0
 0  0      0 95497076  24384 1169184    0    0     0    33  802  449  0  0 100  0  0  0
 0  0      0 95496836  24384 1169188    0    0     0     0  559  328  0  0 100  0  0  0
 0  0      0 95497088  24384 1169188    0    0     0     0  371  329  0  0 100  0  0  0
 0  0      0 95497088  24384 1169188    0    0     0     0   99  118  0  0 100  0  0  0
 0  0      0 95497088  24384 1169188    0    0     0     0  148  224  0  0 100  0  0  0
 0  0      0 95497088  24384 1169188    0    0     0    34  371  231  0  0 100  0  0  0
 0  0      0 95497088  24384 1169188    0    0     0     0  189  216  0  0 100  0  0  0
 0  0      0 95497088  24384 1169192    0    0     0     0  347  255  0  0 100  0  0  0
 7  0      0 95498744  24384 1169320    0    0     0     0 165584 44242  1  2 96  0  0  0
 5  0      0 95498236  24384 1169320    0    0     0     0 1116997 293216  8 11 81  0  0  0
 5  0      0 95497980  24384 1169320    0    0     0    30 1118573 292288  9 12 80  0  0  0
10  0      0 95496972  24384 1169324    0    0     0     0 1121776 293635  9 12 80  0  0  0
 5  0      0 95496976  24384 1169324    0    0     0     0 1125695 294307  9 12 79  0  0  0
16  0      0 95496476  24384 1169328    0    0     0     0 1123059 292272  8 12 80  0  0  0
 1  0      0 95495740  24384 1169328    0    0     0     0 1115961 296586  8 11 80  0  0  0
 1  0      0 95495736  24384 1169328    0    0     0    23 1109327 293995  8 11 80  0  0  0
 3  0      0 95495484  24384 1169328    0    0     0     0 1118423 297745  8 11 80  0  0  0
 8  0      0 95494972  24384 1169328    0    0     0     0 1115446 294679  8 11 80  0  0  0
17  0      0 95494716  24384 1169328    0    0     0     0 1114507 295991  9 11 80  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 95494460  24384 1169328    0    0     0     0 1107133 293522  8 12 80  0  0  0
 9  0      0 95494464  24388 1169332    0    0     0    26 1108104 292027  8 11 81  0  0  0
19  0      0 95494212  24388 1169332    0    0     0     0 1114000 293310  8 12 80  0  0  0
 7  0      0 95493960  24388 1169332    0    0     0     0 1116768 293819  8 11 81  0  0  0
17  0      0 95493456  24388 1169336    0    0     0     0 1119720 293837  9 12 80  0  0  0
 9  0      0 95495980  24388 1169336    0    0     0     0 1124281 297461  9 11 79  0  0  0
14  2      0 95495712  24388 1169336    0    0     0    11 1121227 298286  7 11 81  0  0  0
 3  0      0 95495464  24388 1169340    0    0     0    12 1126117 297811  9 11 80  0  0  0
 1  0      0 95495456  24388 1169340    0    0     0     0 1123000 297350  8 12 80  0  0  0
10  0      0 95495204  24388 1169340    0    0     0     0 1127407 295600  8 11 81  0  0  0
14  0      0 95495464  24388 1169340    0    0     0     0 1119466 293115  9 12 80  0  0  0
 3  0      0 95494956  24388 1169340    0    0     0     0 1121813 297010  9 11 80  0  0  0
 1  0      0 95494224  24388 1169340    0    0     0    33 1121703 298394  9 11 79  0  0  0
 8  0      0 95493972  24388 1169344    0    0     0     0 1127366 295674  9 12 79  0  0  0
 8  0      0 95493468  24388 1169344    0    0     0     0 1128482 295848  9 10 81  0  0  0
