Linux 6.6.121-0-virt (ip-172-31-7-252) 	03/19/26 	_aarch64_	(48 CPU)

13:41:44      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
13:41:45            0       576      1.38      2.51      1.68         0
13:41:46            0       575      1.27      2.47      1.67         0
13:41:47            0       575      1.27      2.47      1.67         0
13:41:48            0       575      1.27      2.47      1.67         0
13:41:49            7       689      1.27      2.47      1.67         0
13:41:50           19       689      1.27      2.47      1.67         0
13:41:51           19       689      1.73      2.55      1.70         0
13:41:52            3       689      1.73      2.55      1.70         0
13:41:53           17       689      1.73      2.55      1.70         0
13:41:54           12       689      1.73      2.55      1.70         0
13:41:55            6       689      1.73      2.55      1.70         0
13:41:56           10       689      2.47      2.69      1.75         0
13:41:57           23       689      2.47      2.69      1.75         0
13:41:58           16       689      2.47      2.69      1.75         0
13:41:59            6       689      2.47      2.69      1.75         0
13:42:00           23       689      2.47      2.69      1.75         0
13:42:01           13       689      2.60      2.71      1.76         0
13:42:02            4       689      2.60      2.71      1.76         0
13:42:03            8       689      2.60      2.71      1.76         0
13:42:04            5       689      2.60      2.71      1.76         0
13:42:05            0       689      2.60      2.71      1.76         0
13:42:06            9       689      3.03      2.80      1.80         0
13:42:07            7       689      3.03      2.80      1.80         0
13:42:08            7       689      3.03      2.80      1.80         0
13:42:09            6       689      3.03      2.80      1.80         0
13:42:10           20       689      3.03      2.80      1.80         0
13:42:11           15       689      3.99      3.00      1.87         0
13:42:12            5       689      3.99      3.00      1.87         0
13:42:13           13       689      3.99      3.00      1.87         0
13:42:14           16       689      3.99      3.00      1.87         0
13:42:15           19       689      3.99      3.00      1.87         0
13:42:16           15       689      3.75      2.97      1.86         0
13:42:17           11       689      3.75      2.97      1.86         0
13:42:18            0       689      3.75      2.97      1.86         0
13:42:19           18       690      3.75      2.97      1.86         0
13:42:20            9       690      3.75      2.97      1.86         0
13:42:21           16       690      4.73      3.18      1.94         0
13:42:22           29       690      4.73      3.18      1.94         0
13:42:23           26       690      4.73      3.18      1.94         0
13:42:24            0       690      4.73      3.18      1.94         0
13:42:25           11       690      4.73      3.18      1.94         0
13:42:26            8       690      4.99      3.26      1.97         0
13:42:27           18       690      4.99      3.26      1.97         0
13:42:28            1       690      4.99      3.26      1.97         0
13:42:29           18       690      4.99      3.26      1.97         0
13:42:30            0       690      4.99      3.26      1.97         0
13:42:31            0       690      5.79      3.46      2.04         0
13:42:32           11       690      5.79      3.46      2.04         0
13:42:33            9       690      5.79      3.46      2.04         0
13:42:34            2       690      5.79      3.46      2.04         0
13:42:35           15       690      5.79      3.46      2.04         0
13:42:36           14       690      6.77      3.70      2.13         0
13:42:37           12       690      6.77      3.70      2.13         0
13:42:38            3       690      6.77      3.70      2.13         0
13:42:39           15       690      6.77      3.70      2.13         0
13:42:40            4       690      6.77      3.70      2.13         0
13:42:41            6       690      7.51      3.90      2.20         0
13:42:42            9       690      7.51      3.90      2.20         0
13:42:43            2       690      7.51      3.90      2.20         0
13:42:44           21       690      7.51      3.90      2.20         0
13:42:45            9       690      7.51      3.90      2.20         0
13:42:46           13       690      7.47      3.96      2.23         0
13:42:47           14       690      7.47      3.96      2.23         0
13:42:48            0       690      7.47      3.96      2.23         0
13:42:49           15       690      7.47      3.96      2.23         0
13:42:50            8       690      7.47      3.96      2.23         0
13:42:51            6       689      8.79      4.29      2.35         0
13:42:52            8       689      8.79      4.29      2.35         0
13:42:53           20       687      8.79      4.29      2.35         0
Average:           10       683      4.47      3.17      1.93         0
