procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95847336  22960 725236    0    0     8   308 17296    1  0  0 100  0  0  0
 0  0      0 95846580  22960 725244    0    0     0    17  792  523  0  0 100  0  0  0
 0  0      0 95847980  22960 725252    0    0     0     0  647  387  0  0 100  0  0  0
 0  0      0 95847980  22960 725260    0    0     0     0  696  453  0  0 100  0  0  0
 0  0      0 95847508  22960 725424    0    0     0     0  450  340  0  0 100  0  0  0
 0  0      0 95847508  22960 725440    0    0     0     0  109  123  0  0 100  0  0  0
 0  0      0 95847256  22964 725460    0    0     0    14  129  137  0  0 100  0  0  0
 0  0      0 95847256  22964 725480    0    0     0     0  114  127  0  0 100  0  0  0
 0  0      0 95847256  22964 725496    0    0     0     0  220  241  0  0 100  0  0  0
 0  0      0 95847256  22964 725520    0    0     0     0  111  129  0  0 100  0  0  0
 9  0      0 95846608  22964 725540    0    0     0     0 590899 156656  5  7 89  0  0  0
 1  0      0 95843468  22964 725652    0    0     0     0 1115697 280550  9 12 79  0  0  0
 7  0      0 95842512  22964 725672    0    0     0     5 1115611 279847  9 12 79  0  0  0
11  0      0 95841500  22964 725696    0    0     0     0 1115942 280334  9 12 80  0  0  0
 9  0      0 95841244  22964 725716    0    0     0     0 1118580 279202  9 12 79  0  0  0
18  0      0 95840980  22964 725736    0    0     0     0 1119295 272258  9 11 80  0  0  0
17  0      0 95839488  22964 725756    0    0     0     0 1121896 277310 10 12 78  0  0  0
 9  0      0 95842048  22964 725776    0    0     0     5 1122207 275050  8 10 82  0  0  0
11  0      0 95842036  22964 725792    0    0     0     0 1124458 279037  8 11 81  0  0  0
18  0      0 95841032  22964 725816    0    0     0     0 1121515 276716  8 11 80  0  0  0
 9  0      0 95838984  22964 725836    0    0     0     0 1117689 275347  8 12 80  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 95838728  22964 725860    0    0     0     0 1119699 275262  8 12 79  0  0  0
10  0      0 95838728  22968 725880    0    0     0     5 1123739 272218  7 10 83  0  0  0
 8  0      0 95837972  22968 725900    0    0     0     0 1123790 274998  7 11 82  0  0  0
11  0      0 95837724  22968 725920    0    0     0     0 1125115 275247 10 11 80  0  0  0
 1  0      0 95837972  22968 725940    0    0     0     0 1125807 277276  8 11 80  0  0  0
