procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95905828  23816 790576    0    0     7   292 66776   14  0  1 99  0  0  0
 0  0      0 95905072  23816 790584    0    0     0     0  780  427  0  0 100  0  0  0
 0  0      0 95904820  23816 790588    0    0     0     0  556  346  0  0 100  0  0  0
 0  0      0 95904344  23816 790596    0    0     0     0  579  313  0  0 100  0  0  0
 0  0      0 95904344  23816 790596    0    0     0     0  126  142  0  0 100  0  0  0
 0  0      0 95904344  23816 790596    0    0     0     0  309  250  0  0 100  0  0  0
14  0      0 95862460  23836 790804    0    0     0   594 720178 705088  1  8 91  0  0  0
 6  0      0 95857568  23836 790804    0    0     0     0 1659471 1645061  3 19 78  0  0  0
 2  0      0 95855928  23836 790804    0    0     0     0 1696585 1680540  3 18 79  0  0  0
 4  0      0 95857240  23836 790804    0    0     0     0 1701554 1685434  3 17 79  0  0  0
18  0      0 95861020  23836 790808    0    0     0     0 1665285 1650735  3 18 79  0  0  0
11  0      0 95858812  23840 790808    0    0     0    48 1673889 1667832  3 17 80  0  0  0
12  0      0 95860244  23840 790808    0    0     0     0 1696881 1690799  3 18 79  0  0  0
 3  0      0 95859932  23840 790812    0    0     0     0 1685589 1678985  3 17 80  0  0  0
 5  0      0 95857700  23840 790812    0    0     0     0 1703674 1693954  3 16 80  0  0  0
 3  0      0 95860744  23840 790812    0    0     0     0 1674506 1665316  3 18 79  0  0  0
 1  0      0 95856208  23840 790816    0    0     0     5 1670209 1657158  4 17 79  0  0  0
 1  0      0 95861612  23840 790816    0    0     0     0 1674392 1676703  3 17 80  0  0  0
20  0      0 95855172  23840 790816    0    0     0     0 1697549 1697527  3 16 82  0  0  0
13  0      0 95851892  23840 790816    0    0     0     0 1707658 1701983  3 17 80  0  0  0
 5  0      0 95855760  23840 790816    0    0     0     0 1697403 1685254  4 18 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 95858460  23840 790816    0    0     0     5 1688978 1686164  3 17 79  0  0  0
 8  0      0 95856056  23840 790816    0    0     0     0 1659584 1654725  4 16 80  0  0  0
13  0      0 95852364  23840 790820    0    0     0     0 1681681 1671578  3 17 80  0  0  0
 5  0      0 95855444  23840 790820    0    0     0     0 1705348 1697553  3 16 81  0  0  0
 9  0      0 95856172  23840 790824    0    0     0     0 1668767 1657674  3 18 79  0  0  0
