Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

12:50:26        CPU     %user     %nice   %system   %iowait    %steal     %idle
12:50:27        all      0.06      0.00      0.00      0.00      0.00     99.94
12:50:28        all      0.06      0.00      0.06      0.00      0.00     99.88
12:50:29        all      0.00      0.00      0.00      0.00      0.00    100.00
12:50:30        all      0.00      0.00      0.00      0.00      0.00    100.00
12:50:31        all      0.21      0.00      1.15      0.10      0.00     98.53
12:50:32        all      2.79      0.00     16.99      0.00      0.00     80.22
12:50:33        all      3.56      0.00     18.94      0.00      0.00     77.50
12:50:34        all      3.63      0.00     16.88      0.00      0.00     79.49
12:50:35        all      2.98      0.00     17.70      0.00      0.00     79.32
12:50:36        all      2.97      0.00     17.74      0.00      0.00     79.29
12:50:37        all      3.02      0.00     17.53      0.00      0.00     79.44
12:50:38        all      3.63      0.00     18.09      0.00      0.00     78.28
12:50:39        all      3.24      0.00     17.82      0.00      0.00     78.95
12:50:40        all      4.00      0.00     19.21      0.00      0.00     76.80
12:50:41        all      3.16      0.00     16.61      0.00      0.00     80.22
12:50:42        all      3.21      0.00     17.02      0.00      0.00     79.77
12:50:43        all      3.58      0.00     18.31      0.00      0.00     78.11
12:50:44        all      3.19      0.00     19.54      0.00      0.00     77.27
12:50:45        all      3.63      0.00     17.84      0.00      0.00     78.53
12:50:46        all      2.90      0.00     17.59      0.00      0.00     79.51
12:50:47        all      3.38      0.00     18.78      0.00      0.00     77.83
12:50:48        all      2.84      0.00     16.07      0.00      0.00     81.08
12:50:49        all      3.85      0.00     17.57      0.00      0.00     78.58
12:50:50        all      3.15      0.00     18.22      0.00      0.00     78.62
12:50:51        all      2.74      0.00     16.74      0.00      0.00     80.52
12:50:52        all      3.01      0.00     18.34      0.02      0.00     78.63
Average:        all      2.62      0.00     14.26      0.01      0.00     83.12
