procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95838600  23348 727420    0    0     8   296 32976    2  0  0 99  0  0  0
 0  0      0 95843252  23352 727424    0    0     0    17  795  539  0  0 100  0  0  0
 0  0      0 95843272  23352 727432    0    0     0     0  677  465  0  0 100  0  0  0
 0  0      0 95842520  23352 727440    0    0     0     0  711  353  0  0 100  0  0  0
 0  0      0 95841816  23352 727628    0    0     0     0  371  255  0  0 100  0  0  0
 0  0      0 95841816  23352 727644    0    0     0     0  142  128  0  0 100  0  0  0
 0  0      0 95841816  23352 727664    0    0     0     0  217  230  0  0 100  0  0  0
 0  0      0 95841816  23352 727684    0    0     0    10  141  155  0  0 100  0  0  0
 0  0      0 95841816  23352 727700    0    0     0     0  124  127  0  0 100  0  0  0
 0  0      0 95841564  23352 727720    0    0     0     0  148  184  0  0 100  0  0  0
12  0      0 95844184  23352 727744    0    0     0     0 516989 145617 12  7 81  0  0  0
14  0      0 95850580  23352 727760    0    0     0     4 1080247 304443 26 14 60  0  0  0
19  0      0 95848484  23352 727780    0    0     0     5 1084207 305764 26 15 60  0  0  0
11  0      0 95839608  23352 727804    0    0     0     0 1073371 301783 27 14 60  0  0  0
22  0      0 95848208  23352 727824    0    0     0     0 1070911 304370 26 13 61  0  0  0
19  0      0 95836980  23352 727840    0    0     0     0 1072815 307170 26 14 60  0  0  0
12  0      0 95843120  23352 727864    0    0     0     0 1069915 301263 25 15 60  0  0  0
11  0      0 95831896  23356 727884    0    0     0     5 1076684 305452 26 14 60  0  0  0
21  0      0 95837980  23356 727900    0    0     0     0 1079714 309636 26 13 61  0  0  0
16  0      0 95839568  23356 727920    0    0     0     0 1071728 308054 25 14 61  0  0  0
21  0      0 95841884  23356 727944    0    0     0     0 1074014 306189 26 14 61  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  0      0 95840324  23356 727964    0    0     0     0 1080225 307782 25 14 61  0  0  0
21  0      0 95841780  23360 727980    0    0     0     5 1081726 307436 26 14 60  0  0  0
17  0      0 95832920  23360 728008    0    0     0     0 1092461 312658 26 13 61  0  0  0
18  0      0 95827988  23360 728028    0    0     0     0 1079929 305465 25 14 61  0  0  0
16  0      0 95833612  23360 728048    0    0     0     0 1085396 311004 27 13 61  0  0  0
