Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

12:42:14        CPU     %user     %nice   %system   %iowait    %steal     %idle
12:42:15        all      0.08      0.00      0.02      0.00      0.00     99.90
12:42:16        all      0.02      0.00      0.00      0.00      0.00     99.98
12:42:17        all      0.06      0.00      0.00      0.00      0.00     99.94
12:42:18        all      0.00      0.00      0.00      0.00      0.00    100.00
12:42:19        all      0.00      0.00      0.00      0.00      0.00    100.00
12:42:20        all      0.00      0.00      0.00      0.00      0.00    100.00
12:42:21        all      0.00      0.00      0.00      0.00      0.00    100.00
12:42:22        all      0.00      0.00      0.00      0.00      0.00    100.00
12:42:23        all      1.27      0.00      1.63      0.00      0.00     97.10
12:42:24        all     13.18      0.00     12.71      0.00      0.00     74.11
12:42:25        all     13.64      0.00     11.66      0.00      0.00     74.70
12:42:26        all     14.01      0.00     12.31      0.00      0.00     73.68
12:42:27        all     13.15      0.00     12.40      0.00      0.00     74.44
12:42:28        all     13.85      0.00     12.33      0.00      0.00     73.82
12:42:29        all     12.91      0.00     11.82      0.00      0.00     75.27
12:42:30        all     12.97      0.00     12.80      0.00      0.00     74.22
12:42:31        all     13.99      0.00     12.73      0.00      0.00     73.28
12:42:32        all     13.41      0.00     12.25      0.00      0.00     74.34
12:42:33        all     13.66      0.00     11.88      0.00      0.00     74.46
12:42:34        all     12.94      0.00     12.02      0.00      0.00     75.04
12:42:35        all     12.38      0.00     12.01      0.00      0.00     75.60
12:42:36        all     13.70      0.00     11.38      0.02      0.00     74.90
12:42:37        all     13.20      0.00     11.33      0.00      0.00     75.48
12:42:38        all     13.94      0.00     12.21      0.00      0.00     73.85
12:42:39        all     13.68      0.00     12.23      0.00      0.00     74.09
12:42:40        all     13.59      0.00     12.96      0.00      0.00     73.45
Average:        all      8.76      0.00      7.96      0.00      0.00     83.28
