procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95896412  23636 789968    0    0     8   302 49281   10  0  0 99  0  0  0
 0  0      0 95896176  23636 789972    0    0     0     0  661  323  0  0 100  0  0  0
 1  0      0 95896176  23636 789980    0    0     0     0  597  399  0  0 100  0  0  0
 0  0      0 95894944  23636 789988    0    0     0     0  694  401  0  0 100  0  0  0
 0  0      0 95894944  23636 789992    0    0     0     0  118  132  0  0 100  0  0  0
 1  0      0 95894692  23636 789992    0    0     0    13  239  183  0  0 100  0  0  0
 7  0      0 95859752  23652 790364    0    0     0   574 706212 721746  1  9 89  0  0  0
12  0      0 95859444  23652 790364    0    0     0     0 1510626 1544922  3 19 78  0  0  0
 7  0      0 95858692  23652 790364    0    0     0     0 1554279 1588595  3 18 79  0  0  0
12  0      0 95856104  23652 790368    0    0     0     0 1540533 1573038  3 18 80  0  0  0
 6  0      0 95855640  23652 790368    0    0     0     0 1489030 1517880  2 20 78  0  0  0
12  0      0 95856128  23656 790364    0    0     0    49 1504393 1533876  3 20 77  0  0  0
 6  0      0 95856320  23656 790372    0    0     0     0 1523560 1548746  3 18 79  0  0  0
 7  0      0 95855004  23656 790372    0    0     0     0 1513600 1542379  3 19 78  0  0  0
12  0      0 95854540  23656 790372    0    0     0     0 1489853 1513324  3 19 78  0  0  0
 8  0      0 95854284  23656 790376    0    0     0     0 1459964 1487900  3 20 77  0  0  0
12  0      0 95854012  23656 790376    0    0     0    30 1483288 1508727  3 19 78  0  0  0
 9  0      0 95853600  23656 790376    0    0     0     0 1521308 1545368  3 19 79  0  0  0
 8  0      0 95853000  23656 790376    0    0     0     0 1570865 1591856  3 18 80  0  0  0
11  0      0 95852972  23656 790376    0    0     0     0 1495539 1531447  3 19 78  0  0  0
10  0      0 95852128  23656 790376    0    0     0     0 1489382 1522142  3 19 78  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 95851860  23656 790376    0    0     0    20 1501305 1534021  3 19 78  0  0  0
11  0      0 95851612  23656 790380    0    0     0     0 1530922 1575067  3 19 78  0  0  0
 7  0      0 95852116  23656 790384    0    0     0     0 1515986 1555652  3 18 79  0  0  0
12  0      0 95851144  23656 790384    0    0     0     0 1487567 1531281  3 20 77  0  0  0
13  0      0 95850876  23656 790384    0    0     0     0 1518489 1567246  2 19 78  0  0  0
