Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

12:38:13        CPU     %user     %nice   %system   %iowait    %steal     %idle
12:38:14        all      0.08      0.00      0.04      0.00      0.00     99.88
12:38:15        all      0.08      0.00      0.04      0.00      0.00     99.88
12:38:16        all      0.02      0.00      0.00      0.00      0.00     99.98
12:38:17        all      0.00      0.00      0.02      0.00      0.00     99.98
12:38:18        all      0.02      0.00      0.00      0.00      0.00     99.98
12:38:19        all      0.00      0.00      0.02      0.02      0.00     99.96
12:38:20        all      0.02      0.00      0.00      0.00      0.00     99.98
12:38:21        all      0.02      0.00      0.00      0.00      0.00     99.98
12:38:22        all      1.61      0.00      2.05      0.00      0.00     96.33
12:38:23        all      8.41      0.00     12.87      0.00      0.00     78.72
12:38:24        all      9.07      0.00     12.02      0.00      0.00     78.91
12:38:25        all      8.39      0.00     11.85      0.00      0.00     79.76
12:38:26        all      8.84      0.00     12.11      0.00      0.00     79.05
12:38:27        all      9.05      0.00     12.21      0.00      0.00     78.74
12:38:28        all      9.38      0.00     11.45      0.00      0.00     79.17
12:38:29        all      8.47      0.00     11.13      0.00      0.00     80.40
12:38:30        all      7.85      0.00     10.66      0.00      0.00     81.49
12:38:31        all      8.46      0.00     11.17      0.00      0.00     80.36
12:38:32        all      8.02      0.00     12.22      0.00      0.00     79.76
12:38:33        all      7.77      0.00     11.58      0.00      0.00     80.65
12:38:34        all      7.61      0.00     10.84      0.00      0.00     81.55
12:38:35        all      7.49      0.00     10.78      0.00      0.00     81.72
12:38:36        all      8.82      0.00     11.29      0.00      0.00     79.90
12:38:37        all      8.51      0.00     10.69      0.00      0.00     80.79
12:38:38        all      8.66      0.00     11.81      0.00      0.00     79.53
12:38:39        all      8.21      0.00     12.02      0.00      0.00     79.77
Average:        all      5.51      0.00      7.57      0.00      0.00     86.92
