procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 95898164  23664 790224    0    0     8   300 52852   11  0  1 99  0  0  0
 0  0      0 95896440  23664 790232    0    0     0     0  699  402  0  0 100  0  0  0
 0  0      0 95895936  23664 790236    0    0     0     0  571  370  0  0 100  0  0  0
 0  0      0 95893412  23664 790244    0    0     0     0  725  412  0  0 100  0  0  0
 0  0      0 95893412  23664 790244    0    0     0     0  126  130  0  0 100  0  0  0
 0  0      0 95893160  23664 790244    0    0     0     0  235  183  0  0 100  0  0  0
16  0      0 95860852  23684 790368    0    0     0   602 802710 746106  2 12 86  0  0  0
 8  0      0 95856660  23684 790448    0    0     0     0 1760713 1755609  4 28 68  0  0  0
 8  0      0 95854648  23684 790448    0    0     0     0 1676405 1657171  4 30 65  0  0  0
13  0      0 95854932  23684 790448    0    0     0     0 1711168 1698331  5 28 67  0  0  0
13  0      0 95854436  23684 790452    0    0     0     0 1755059 1743933  4 28 68  0  0  0
 9  0      0 95851440  23684 790456    0    0     0    50 1675738 1663340  4 31 65  0  0  0
13  0      0 95850620  23684 790456    0    0     0     0 1679939 1669923  4 30 66  0  0  0
17  0      0 95846588  23684 790460    0    0     0     0 1670767 1652642  4 29 67  0  0  0
20  0      0 95846980  23684 790460    0    0     0     0 1717348 1710346  4 29 67  0  0  0
11  0      0 95847024  23684 790464    0    0     0     0 1664315 1652995  4 30 66  0  0  0
 9  0      0 95847544  23688 790464    0    0     0    31 1646566 1630707  4 30 66  0  0  0
17  0      0 95845852  23688 790464    0    0     0     0 1646186 1630136  4 30 66  0  0  0
16  0      0 95846584  23688 790464    0    0     0     0 1671748 1655483  4 31 65  0  0  0
 8  0      0 95846524  23688 790464    0    0     0     0 1684163 1669380  4 30 66  0  0  0
16  0      0 95847564  23688 790464    0    0     0     0 1657963 1637358  4 30 66  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
18  0      0 95847004  23688 790464    0    0     0    19 1708736 1697065  4 29 67  0  0  0
14  0      0 95846556  23688 790468    0    0     0     0 1682125 1673794  4 30 66  0  0  0
18  0      0 95847468  23688 790468    0    0     0     0 1647464 1632152  4 31 65  0  0  0
23  0      0 95847852  23688 790468    0    0     0     0 1674139 1664193  4 29 66  0  0  0
14  0      0 95847988  23688 790472    0    0     0     0 1715090 1707555  4 28 67  0  0  0
