procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95844532  22840 725364    0    0     8   310 14336    0  0  0 100  0  0  0
 0  0      0 95846152  22840 725372    0    0     0     5  764  504  0  0 100  0  0  0
 0  0      0 95846152  22844 725380    0    0     0    17  716  436  0  0 100  0  0  0
 0  0      0 95845648  22844 725384    0    0     0     0  598  360  0  0 100  0  0  0
 0  0      0 95845176  22844 725012    0    0     0     0  402  317  0  0 100  0  0  0
 0  0      0 95845176  22844 725028    0    0     0     0  111  120  0  0 100  0  0  0
 0  0      0 95845176  22844 725048    0    0     0     0  114  128  0  0 100  0  0  0
 0  0      0 95845176  22848 725068    0    0     0    13  126  132  0  0 100  0  0  0
 0  0      0 95845176  22848 725084    0    0     0     0  251  294  0  0 100  0  0  0
 0  0      0 95845176  22848 725104    0    0     0     0  118  139  0  0 100  0  0  0
19  0      0 95840928  22848 725240    0    0     0     0 734698 182233  5  7 88  0  0  0
16  0      0 95840416  22848 725256    0    0     0     0 1120951 272425  7 12 81  0  0  0
17  0      0 95840156  22852 725276    0    0     0     5 1121297 272121  7 12 81  0  0  0
 3  0      0 95839904  22852 725300    0    0     0     0 1127626 272267  7 12 81  0  0  0
 9  0      0 95839396  22852 725320    0    0     0     0 1122857 270340  7 12 82  0  0  0
12  0      0 95840404  22852 725344    0    0     0     0 1127990 271674  8 11 80  0  0  0
 1  0      0 95839700  22852 725364    0    0     0     0 1125457 269844  8 12 80  0  0  0
 8  0      0 95839456  22852 725388    0    0     0     5 1129567 271218  8 12 81  0  0  0
 5  0      0 95839956  22852 725404    0    0     0     0 1129601 271603  7 12 81  0  0  0
 7  0      0 95837644  22852 725428    0    0     0     0 1121775 267906  8 12 81  0  0  0
 7  0      0 95837644  22852 725448    0    0     0     0 1119617 269537  7 12 81  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  0      0 95837636  22852 725472    0    0     0     0 1125735 268017  7 12 81  0  0  0
 9  0      0 95837140  22856 725492    0    0     0     5 1117554 266744  8 12 80  0  0  0
 1  0      0 95836132  22856 725516    0    0     0     0 1116516 265577  8 12 81  0  0  0
 6  0      0 95836136  22856 725536    0    0     0     0 1120849 266962  7 12 81  0  0  0
11  0      0 95836132  22856 725560    0    0     0     0 1118324 265902  8 12 80  0  0  0
