Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

12:48:20      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
12:48:21            0       637      3.94      5.54      3.20         0
12:48:22            0       637      3.94      5.54      3.20         0
12:48:23            0       636      3.94      5.54      3.20         0
12:48:24            0       635      3.94      5.54      3.20         0
12:48:25            0       635      3.94      5.54      3.20         0
12:48:26            0       635      3.62      5.45      3.18         0
12:48:27            0       635      3.62      5.45      3.18         0
12:48:28            0       635      3.62      5.45      3.18         0
12:48:29            9       635      3.62      5.45      3.18         0
12:48:30            9       635      3.62      5.45      3.18         0
12:48:31            6       635      3.97      5.49      3.21         0
12:48:32           10       635      3.97      5.49      3.21         0
12:48:33            8       635      3.97      5.49      3.21         0
12:48:34            8       635      3.97      5.49      3.21         0
12:48:35            6       635      3.97      5.49      3.21         0
12:48:36            6       635      3.97      5.47      3.21         0
12:48:37            5       635      3.97      5.47      3.21         0
12:48:38            3       635      3.97      5.47      3.21         0
12:48:39            7       635      3.97      5.47      3.21         0
12:48:40            7       635      3.97      5.47      3.21         0
12:48:41            5       635      4.22      5.49      3.23         0
12:48:42           10       635      4.22      5.49      3.23         0
12:48:43            8       635      4.22      5.49      3.23         0
12:48:44           11       634      4.22      5.49      3.23         0
12:48:45           10       634      4.22      5.49      3.23         0
12:48:46            8       632      4.44      5.52      3.25         0
Average:            5       635      3.96      5.49      3.21         0
