procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95818796  23564 728084    0    0     8   290 41339    2  1  0 99  0  0  0
 0  0      0 95819884  23564 728092    0    0     0    17  768  486  0  0 100  0  0  0
 0  0      0 95823308  23564 728096    0    0     0     0  590  353  0  0 100  0  0  0
 0  0      0 95823928  23564 728108    0    0     0     0  795  513  0  0 100  0  0  0
 0  0      0 95827940  23564 728280    0    0     0     0  405  253  0  0 100  0  0  0
 0  0      0 95827940  23564 728296    0    0     0     0  316  143  0  0 100  0  0  0
 0  0      0 95827940  23564 728316    0    0     0    10  157  203  0  0 100  0  0  0
 0  0      0 95827940  23564 728336    0    0     0     0  222  249  0  0 100  0  0  0
 0  0      0 95827940  23564 728352    0    0     0     0  110  130  0  0 100  0  0  0
 0  0      0 95827940  23564 728372    0    0     0     0  110  122  0  0 100  0  0  0
10  0      0 95837104  23564 728396    0    0     0     0 306715 102371  2  3 94  0  0  0
 8  0      0 95829480  23564 728420    0    0     0     5 869695 282934  7  9 84  0  0  0
 7  0      0 95824088  23564 728440    0    0     0     0 878240 280434  7  9 85  0  0  0
 6  0      0 95822652  23564 728464    0    0     0     0 873745 284599  7  8 85  0  0  0
 8  0      0 95826336  23564 728488    0    0     0     0 874374 287521  6  8 85  0  0  0
 7  0      0 95831324  23564 728508    0    0     0     0 864015 283506  6  9 85  0  0  0
 8  0      0 95829888  23564 728532    0    0     0     0 864058 283573  7  9 84  0  0  0
 8  0      0 95828208  23568 728556    0    0     0     5 864386 284824  7  9 85  0  0  0
 8  0      0 95824092  23568 728572    0    0     0     0 889270 294927  7  9 84  0  0  0
 9  0      0 95820036  23568 728592    0    0     0     0 895056 297453  7  9 84  0  0  0
 7  0      0 95818656  23568 728612    0    0     0     0 901986 299545  7  9 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 95819596  23568 728632    0    0     0     0 904192 299604  7  9 84  0  0  0
 7  0      0 95818292  23568 728648    0    0     0     5 906338 300586  6  9 85  0  0  0
 7  0      0 95819824  23568 728672    0    0     0     0 903654 298972  7  9 85  0  0  0
 7  0      0 95817328  23568 728692    0    0     0     0 905148 300029  7  9 84  0  0  0
 7  0      0 95819048  23568 728712    0    0     0     0 910039 300802  7  9 84  0  0  0
