procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95900528  23252 788936    0    0     8   319 17856    3  0  0 100  0  0  0
 0  0      0 95900064  23252 788944    0    0     0     0  791  421  0  0 100  0  0  0
 0  0      0 95899840  23252 788948    0    0     0     0  566  369  0  0 100  0  0  0
 0  0      0 95899348  23252 788960    0    0     0     0  816  353  0  0 100  0  0  0
 0  0      0 95899348  23252 788960    0    0     0     0  117  136  0  0 100  0  0  0
 0  0      0 95899348  23260 788952    0    0     0    23  327  282  0  0 100  0  0  0
 6  0      0 95857772  23280 789328    0    0     0   557 614211 666005  2  7 91  0  0  0
 3  0      0 95857632  23280 789328    0    0     0     0 1425540 1536373  2 16 82  0  0  0
 7  0      0 95857504  23280 789328    0    0     0     0 1443963 1555759  3 14 84  0  0  0
 1  0      0 95857392  23280 789328    0    0     0     0 1424089 1536631  3 14 83  0  0  0
 7  0      0 95857248  23280 789332    0    0     0     0 1443980 1555009  3 15 82  0  0  0
 9  0      0 95857080  23284 789332    0    0     0    47 1425982 1538796  3 14 82  0  0  0
11  0      0 95856972  23284 789332    0    0     0     0 1445348 1559808  3 14 82  0  0  0
 8  0      0 95856820  23284 789336    0    0     0     0 1453066 1572914  3 14 83  0  0  0
10  0      0 95856416  23284 789336    0    0     0     0 1443316 1552982  3 13 84  0  0  0
 4  0      0 95856328  23284 789336    0    0     0     0 1467706 1571583  2 14 84  0  0  0
 7  0      0 95856424  23288 789340    0    0     0    28 1465586 1592853  3 13 85  0  0  0
12  0      0 95856348  23288 789340    0    0     0     0 1472562 1591466  2 13 85  0  0  0
10  0      0 95856228  23288 789340    0    0     0     0 1473535 1591107  3 15 83  0  0  0
 7  0      0 95856120  23288 789340    0    0     0     0 1448482 1561271  3 16 81  0  0  0
 8  0      0 95856008  23288 789340    0    0     0     0 1457190 1560143  2 13 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 95855916  23288 789340    0    0     0     6 1442295 1556006  3 15 82  0  0  0
 9  0      0 95855784  23292 789340    0    0     0    10 1477148 1592491  3 15 83  0  0  0
 4  0      0 95855728  23292 789344    0    0     0     0 1477490 1579694  3 13 84  0  0  0
 9  0      0 95855876  23292 789344    0    0     0     0 1478373 1583315  3 13 84  0  0  0
10  0      0 95855812  23292 789348    0    0     0     0 1464652 1574295  3 13 84  0  0  0
