Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

12:48:24      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
12:48:25            0       576      1.92      2.92      1.90         0
12:48:26            0       574      1.92      2.92      1.90         0
12:48:27            0       574      1.77      2.87      1.89         0
12:48:28            0       576      1.77      2.87      1.89         0
12:48:29            6       648      1.77      2.87      1.89         0
12:48:30            8       648      1.77      2.87      1.89         0
12:48:31           12       648      1.77      2.87      1.89         0
12:48:32            3       648      2.19      2.94      1.92         0
12:48:33            8       648      2.19      2.94      1.92         0
12:48:34            7       648      2.19      2.94      1.92         0
12:48:35            6       648      2.19      2.94      1.92         0
12:48:36            9       648      2.19      2.94      1.92         0
12:48:37            5       648      3.21      3.14      1.99         0
12:48:38            8       648      3.21      3.14      1.99         0
12:48:39            9       648      3.21      3.14      1.99         0
12:48:40           11       648      3.21      3.14      1.99         0
12:48:41            6       648      3.21      3.14      1.99         0
12:48:42            5       648      3.36      3.17      2.00         0
12:48:43            8       648      3.36      3.17      2.00         0
12:48:44            5       648      3.36      3.17      2.00         0
12:48:45            5       648      3.36      3.17      2.00         0
12:48:46           17       645      3.36      3.17      2.00         0
12:48:47            8       645      3.81      3.27      2.04         0
12:48:48            5       644      3.81      3.27      2.04         0
12:48:49           11       644      3.81      3.27      2.04         0
12:48:50            6       642      3.81      3.27      2.04         0
Average:            6       636      2.76      3.06      1.96         0
