Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

12:49:26      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
12:49:27            0       575      2.12      2.91      1.97         0
12:49:28            0       573      1.95      2.86      1.95         0
12:49:29            0       573      1.95      2.86      1.95         0
12:49:30            0       575      1.95      2.86      1.95         0
12:49:31           14       646      1.95      2.86      1.95         0
12:49:32            7       646      1.95      2.86      1.95         0
12:49:33           14       646      2.04      2.86      1.96         0
12:49:34           13       646      2.04      2.86      1.96         0
12:49:35            4       646      2.04      2.86      1.96         0
12:49:36            5       646      2.04      2.86      1.96         0
12:49:37           10       646      2.04      2.86      1.96         0
12:49:38           10       646      2.35      2.91      1.98         0
12:49:39           15       646      2.35      2.91      1.98         0
12:49:40           12       646      2.35      2.91      1.98         0
12:49:41            5       646      2.35      2.91      1.98         0
12:49:42            1       646      2.35      2.91      1.98         0
12:49:43            4       646      2.81      3.00      2.02         0
12:49:44            5       645      2.81      3.00      2.02         0
12:49:45            2       645      2.81      3.00      2.02         0
12:49:46           19       645      2.81      3.00      2.02         0
12:49:47           24       645      2.81      3.00      2.02         0
12:49:48            7       645      2.58      2.95      2.00         0
12:49:49            0       644      2.58      2.95      2.00         0
12:49:50            8       643      2.58      2.95      2.00         0
12:49:51            3       643      2.58      2.95      2.00         0
12:49:52            1       641      2.58      2.95      2.00         0
Average:            7       634      2.34      2.92      1.98         0
