procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95821628  23672 728616    0    0     7   286 45388    2  1  1 99  0  0  0
 0  0      0 95824808  23672 728624    0    0     0    17  729  466  0  0 100  0  0  0
 0  0      0 95824316  23672 728628    0    0     0     0  594  369  0  0 100  0  0  0
 0  0      0 95824592  23672 728640    0    0     0     0  695  342  0  0 100  0  0  0
 0  0      0 95827648  23672 728716    0    0     0     0  499  439  0  0 100  0  0  0
 0  0      0 95827648  23672 728732    0    0     0     0  134  142  0  0 100  0  0  0
 0  0      0 95827648  23676 728752    0    0     0    10  113  128  0  0 100  0  0  0
 0  0      0 95827648  23676 728772    0    0     0     0  104  117  0  0 100  0  0  0
 0  0      0 95827396  23676 728788    0    0     0     0  227  257  0  0 100  0  0  0
 0  0      0 95827396  23676 728812    0    0     0     0  104  113  0  0 100  0  0  0
 3  0      0 95826892  23676 728936    0    0     0     0 444249 112343  3  5 92  0  0  0
 5  0      0 95825172  23676 728952    0    0     0     9 1104178 267866  9 12 79  0  0  0
 1  0      0 95824440  23676 728972    0    0     0     0 1113050 269946 10 13 77  0  0  0
 1  0      0 95821832  23676 728996    0    0     0     0 1114697 269216 10 12 79  0  0  0
 4  0      0 95820500  23676 729016    0    0     0     0 1115962 269871  9 12 78  0  0  0
 4  0      0 95819384  23676 729036    0    0     0     0 1114588 270140  9 12 79  0  0  0
12  0      0 95821900  23676 729056    0    0     0     0 1120746 271025  8 11 80  0  0  0
11  0      0 95819860  23676 729076    0    0     0     5 1115398 269639  9 12 79  0  0  0
 5  0      0 95818964  23676 729092    0    0     0     0 1122435 271813  9 13 78  0  0  0
18  0      0 95817564  23676 729112    0    0     0     0 1120315 271341  9 12 79  0  0  0
 1  0      0 95816732  23676 729132    0    0     0     0 1120296 272721 10 12 78  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 95814984  23676 729152    0    0     0     0 1112032 271937 11 13 77  0  0  0
13  0      0 95813616  23680 729168    0    0     0     5 1118338 272944  9 13 78  0  0  0
14  0      0 95813216  23680 729192    0    0     0     0 1130569 273915 10 12 78  0  0  0
 7  0      0 95813312  23680 729212    0    0     0     0 1128500 273383  9 12 79  0  0  0
15  0      0 95815012  23680 729232    0    0     0     0 1129955 272917  9 11 79  0  0  0
