Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

12:46:18      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
12:46:19            0       635      8.40      5.66      2.84         0
12:46:20            0       636      8.40      5.66      2.84         0
12:46:21            0       635      8.40      5.66      2.84         0
12:46:22            0       635      7.73      5.56      2.82         0
12:46:23            0       635      7.73      5.56      2.82         0
12:46:24            0       635      7.73      5.56      2.82         0
12:46:25            0       635      7.73      5.56      2.82         0
12:46:26            0       635      7.73      5.56      2.82         0
12:46:27           33       635      7.11      5.47      2.81         0
12:46:28           31       635      7.11      5.47      2.81         0
12:46:29           33       635      7.11      5.47      2.81         0
12:46:30           28       635      7.11      5.47      2.81         0
12:46:31           24       635      7.11      5.47      2.81         0
12:46:32           30       635      9.02      5.89      2.96         0
12:46:33           32       635      9.02      5.89      2.96         0
12:46:34           30       635      9.02      5.89      2.96         0
12:46:35           39       635      9.02      5.89      2.96         0
12:46:36           25       635      9.02      5.89      2.96         0
12:46:37           33       635     11.10      6.38      3.13         0
12:46:38           35       635     11.10      6.38      3.13         0
12:46:39           29       635     11.10      6.38      3.13         0
12:46:40           36       635     11.10      6.38      3.13         0
12:46:41           25       635     11.10      6.38      3.13         0
12:46:42           38       635     12.54      6.75      3.27         0
12:46:43           33       635     12.54      6.75      3.27         0
12:46:44           39       633     12.54      6.75      3.27         0
Average:           22       635      9.14      5.91      2.96         0
