procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95833648  23136 726336    0    0     8   301 24913    1  0  0 100  0  0  0
 0  0      0 95834184  23136 726352    0    0     0    18  731  444  0  0 100  0  0  0
 0  0      0 95834688  23136 726356    0    0     0     0  687  430  0  0 100  0  0  0
 0  0      0 95833468  23136 726364    0    0     0     0  979  472  0  0 100  0  0  0
 0  0      0 95833500  23136 726496    0    0     0     0  335  256  0  0 100  0  0  0
 0  0      0 95833500  23136 726512    0    0     0     0  108  126  0  0 100  0  0  0
 0  0      0 95833500  23136 726532    0    0     0    10  116  134  0  0 100  0  0  0
 0  0      0 95833252  23136 726564    0    0     0     0  234  284  0  0 100  0  0  0
 0  0      0 95833252  23136 726580    0    0     0     0  104  119  0  0 100  0  0  0
 0  0      0 95833252  23136 726608    0    0     0     0  105  122  0  0 100  0  0  0
22  0      0 95823432  23136 726724    0    0     0     0 815736 213516 10  9 81  0  0  0
 4  0      0 95822092  23136 726740    0    0     0     0 1109279 281303 13 12 75  0  0  0
 1  0      0 95823024  23140 726764    0    0     0     5 1110325 281913 12 12 77  0  0  0
15  0      0 95818604  23140 726792    0    0     0     0 1106965 280305 12 11 77  0  0  0
13  0      0 95819032  23140 726812    0    0     0     0 1111903 283002 11 11 78  0  0  0
12  0      0 95827244  23140 726836    0    0     0     0 1118460 284462 13 11 76  0  0  0
11  0      0 95818892  23140 726856    0    0     0     0 1111771 281203 12 11 77  0  0  0
14  0      0 95820832  23140 726880    0    0     0     5 1113594 281570 12 12 77  0  0  0
 3  0      0 95816764  23140 726896    0    0     0     0 1111949 280846 13 13 74  0  0  0
12  0      0 95818292  23140 726916    0    0     0     0 1115079 282588 13 11 76  0  0  0
17  0      0 95821952  23140 726940    0    0     0     0 1112668 280691 13 12 75  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
19  0      0 95816064  23140 726964    0    0     0     0 1117630 283682 13 12 76  0  0  0
 7  0      0 95824792  23140 726984    0    0     0     5 1116605 284276 13 12 76  0  0  0
11  0      0 95819528  23140 727004    0    0     0     0 1116097 282023 12 12 76  0  0  0
16  0      0 95823344  23140 727028    0    0     0     0 1116403 282672 13 12 75  0  0  0
11  0      0 95820624  23140 727048    0    0     0     0 1116282 282402 13 12 75  0  0  0
