procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95905664  23436 789552    0    0     8   313 30457    6  0  0 100  0  0  0
 0  0      0 95904672  23436 789560    0    0     0     0  855  344  0  0 100  0  0  0
 0  0      0 95904168  23436 789564    0    0     0     0  605  393  0  0 100  0  0  0
 0  0      0 95903664  23436 789572    0    0     0     0  547  370  0  0 100  0  0  0
 0  0      0 95903664  23436 789572    0    0     0     0  209  229  0  0 100  0  0  0
 0  0      0 95903440  23436 789572    0    0     0     9  240  172  0  0 100  0  0  0
 3  0      0 95866564  23452 789608    0    0     0   600 788624 832951  2  8 90  0  0  0
15  0      0 95860460  23452 789836    0    0     0     0 1407858 1507502  2 13 85  0  0  0
 9  0      0 95861056  23452 789836    0    0     0     0 1455029 1532770  2 12 86  0  0  0
 5  0      0 95860896  23452 789840    0    0     0     0 1444422 1551590  2 13 85  0  0  0
13  0      0 95860548  23452 789840    0    0     0     0 1458995 1559797  2 11 87  0  0  0
 4  0      0 95860624  23452 789840    0    0     0    13 1429652 1539125  3 12 86  0  0  0
 5  0      0 95860872  23452 789840    0    0     0     0 1430466 1535849  3 13 85  0  0  0
 7  0      0 95860724  23452 789840    0    0     0     0 1411223 1516339  3 14 83  0  0  0
 7  0      0 95860184  23452 789844    0    0     0     0 1416908 1515834  3 14 83  0  0  0
 6  0      0 95859916  23452 789848    0    0     0     0 1423402 1530975  3 14 83  0  0  0
 3  0      0 95860004  23452 789848    0    0     0     4 1443893 1550692  3 14 84  0  0  0
 9  0      0 95860232  23452 789848    0    0     0     0 1435455 1544728  3 13 84  0  0  0
 4  0      0 95860244  23452 789848    0    0     0     0 1413785 1517219  3 13 84  0  0  0
 5  0      0 95860504  23452 789848    0    0     0     0 1408961 1515000  3 14 84  0  0  0
 3  0      0 95860328  23452 789848    0    0     0     0 1419022 1519187  2 14 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 95860432  23452 789848    0    0     0     4 1404776 1510151  3 14 83  0  0  0
 8  0      0 95860876  23452 789852    0    0     0     0 1409985 1514049  3 12 85  0  0  0
 5  0      0 95860240  23452 789852    0    0     0     0 1406773 1505141  3 14 83  0  0  0
 3  0      0 95860380  23452 789852    0    0     0     0 1443466 1528311  2 13 85  0  0  0
 6  0      0 95860512  23452 789852    0    0     0     0 1416780 1515578  3 14 84  0  0  0
