procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95825032  22680 724760    0    0     8   314 9367    0  0  0 100  0  0  0
 0  0      0 95823560  22680 724772    0    0     0    19  830  550  0  0 100  0  0  0
 0  0      0 95822816  22680 724776    0    0     0     0  792  497  0  0 100  0  0  0
 0  0      0 95821824  22680 724784    0    0     0     0  824  392  0  0 100  0  0  0
 0  0      0 95821352  22680 724968    0    0     0     0  357  251  0  0 100  0  0  0
 0  0      0 95821352  22680 724984    0    0     0     0  236  234  0  0 100  0  0  0
 0  0      0 95821352  22684 725004    0    0     0    11  147  181  0  0 100  0  0  0
 0  0      0 95821352  22684 725028    0    0     0     0  111  124  0  0 100  0  0  0
 0  0      0 95821352  22684 725048    0    0     0     0  126  157  0  0 100  0  0  0
 0  0      0 95821100  22684 725068    0    0     0     0  202  214  0  0 100  0  0  0
 8  0      0 95822204  22684 725144    0    0     0     0 458359 161855  3  4 93  0  0  0
 6  0      0 95820852  22684 725192    0    0     0     0 888159 306272  6  8 86  0  0  0
 5  0      0 95820592  22688 725192    0    0     0     6 886279 305785  6  8 86  0  0  0
 9  0      0 95821084  22688 725240    0    0     0     0 902962 308477  5  9 86  0  0  0
 7  0      0 95820580  22688 725240    0    0     0     0 903504 308203  6  9 86  0  0  0
 7  0      0 95820576  22688 725276    0    0     0     0 895460 304940  6  8 86  0  0  0
 7  0      0 95820576  22688 725300    0    0     0     0 904649 307948  6  8 86  0  0  0
 5  0      0 95823256  22692 725300    0    0     0     6 900181 305766  6  9 86  0  0  0
 6  0      0 95823256  22692 725336    0    0     0     0 911744 308801  6  8 86  0  0  0
 5  0      0 95827288  22692 725336    0    0     0     0 920679 310568  6  9 86  0  0  0
 5  0      0 95827032  22692 725380    0    0     0     0 914948 309985  6  8 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 95827024  22692 725404    0    0     0     1 912646 310944  5  9 86  0  0  0
 6  0      0 95827020  22692 725408    0    0     0     6 914953 312974  6  8 86  0  0  0
 3  0      0 95826996  22692 725448    0    0     0     0 917817 312273  6  9 85  0  0  0
 7  0      0 95827000  22692 725468    0    0     0     0 917205 312875  6  9 85  0  0  0
 7  0      0 95827248  22692 725468    0    0     0     0 915684 312310  6  8 86  0  0  0
