Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

12:50:22        CPU     %user     %nice   %system   %iowait    %steal     %idle
12:50:23        all      0.08      0.00      0.00      0.00      0.00     99.92
12:50:24        all      0.08      0.00      0.02      0.00      0.00     99.90
12:50:25        all      0.04      0.00      0.02      0.00      0.00     99.94
12:50:26        all      0.00      0.00      0.00      0.00      0.00    100.00
12:50:27        all      0.02      0.00      0.00      0.00      0.00     99.98
12:50:28        all      0.02      0.00      0.00      0.00      0.00     99.98
12:50:29        all      0.02      0.00      0.00      0.00      0.00     99.98
12:50:30        all      0.00      0.00      0.02      0.00      0.00     99.98
12:50:31        all      0.04      0.00      0.15      0.00      0.00     99.81
12:50:32        all      9.61      0.00     12.07      0.00      0.00     78.32
12:50:33        all      9.79      0.00     12.13      0.00      0.00     78.08
12:50:34        all     11.00      0.00     13.19      0.00      0.00     75.81
12:50:35        all     10.39      0.00     12.41      0.00      0.00     77.20
12:50:36        all      9.63      0.00     11.09      0.00      0.00     79.29
12:50:37        all      9.55      0.00     12.59      0.00      0.00     77.85
12:50:38        all     10.06      0.00     10.80      0.00      0.00     79.13
12:50:39        all     10.07      0.00     13.21      0.00      0.00     76.73
12:50:40        all     10.05      0.00     12.03      0.00      0.00     77.92
12:50:41        all      9.68      0.00     11.35      0.00      0.00     78.96
12:50:42        all      8.89      0.00     11.52      0.00      0.00     79.58
12:50:43        all     10.00      0.00     10.92      0.00      0.00     79.08
12:50:44        all      9.83      0.00     12.70      0.00      0.00     77.47
12:50:45        all      9.71      0.00     11.36      0.00      0.00     78.93
12:50:46        all      9.46      0.00     11.48      0.00      0.00     79.06
12:50:47        all      9.70      0.00     11.56      0.00      0.00     78.74
12:50:48        all     10.55      0.00     12.21      0.02      0.00     77.22
Average:        all      6.40      0.00      7.72      0.00      0.00     85.87
