procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 95903880  23572 789780    0    0     8   306 41692    9  0  0 99  0  0  0
 0  0      0 95902660  23572 789788    0    0     0     0  650  322  0  0 100  0  0  0
 0  0      0 95901400  23572 789792    0    0     0     0  570  395  0  0 100  0  0  0
 0  0      0 95901400  23572 789804    0    0     0     0  532  307  0  0 100  0  0  0
 0  0      0 95901400  23572 789804    0    0     0     0  211  226  0  0 100  0  0  0
 0  0      0 95901400  23576 789804    0    0     0    28  234  170  0  0 100  0  0  0
 6  0      0 95870220  23588 789980    0    0     0   556 732385 708153  1  8 90  0  0  0
 9  0      0 95864508  23588 790036    0    0     0     0 1632489 1607706  3 19 78  0  0  0
 8  0      0 95864660  23588 790036    0    0     0     0 1702871 1683494  3 15 82  0  0  0
 4  0      0 95864032  23588 790040    0    0     0     0 1701468 1683061  3 17 80  0  0  0
12  0      0 95856212  23588 790040    0    0     0    25 1632752 1608659  3 18 78  0  0  0
13  0      0 95853944  23588 790040    0    0     0     0 1647304 1622956  4 20 77  0  0  0
21  0      0 95861876  23588 790040    0    0     0     0 1693377 1676832  3 17 80  0  0  0
14  0      0 95860584  23588 790040    0    0     0     0 1661547 1637494  4 19 77  0  0  0
 3  0      0 95856188  23588 790044    0    0     0     0 1665987 1646870  3 18 79  0  0  0
 8  0      0 95856556  23588 790048    0    0     0     5 1673421 1651185  3 19 77  0  0  0
 5  0      0 95858900  23588 790048    0    0     0     0 1676725 1654513  4 18 79  0  0  0
 5  0      0 95859292  23588 790048    0    0     0     0 1641476 1615559  4 18 79  0  0  0
 1  0      0 95854712  23588 790048    0    0     0     0 1668121 1650561  3 17 80  0  0  0
12  0      0 95855472  23588 790048    0    0     0     0 1687337 1671388  4 19 78  0  0  0
11  0      0 95853648  23588 790048    0    0     0     4 1673632 1655209  3 18 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0      0 95854648  23588 790048    0    0     0     0 1652497 1629203  3 17 79  0  0  0
 8  0      0 95853172  23588 790048    0    0     0     0 1686065 1663797  3 17 80  0  0  0
 6  0      0 95851428  23588 790052    0    0     0     0 1701557 1679284  3 18 79  0  0  0
 9  0      0 95852664  23588 790052    0    0     0     0 1694231 1675769  3 17 79  0  0  0
 9  0      0 95855896  23588 790056    0    0     0     4 1682974 1664658  3 17 80  0  0  0
