Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

12:49:21        CPU     %user     %nice   %system   %iowait    %steal     %idle
12:49:22        all      0.06      0.00      0.02      0.00      0.00     99.92
12:49:23        all      0.06      0.00      0.00      0.00      0.00     99.94
12:49:24        all      0.04      0.00      0.00      0.00      0.00     99.96
12:49:25        all      0.00      0.00      0.02      0.00      0.00     99.98
12:49:26        all      0.00      0.00      0.02      0.00      0.00     99.98
12:49:27        all      0.02      0.00      0.00      0.00      0.00     99.98
12:49:28        all      0.00      0.00      0.04      0.00      0.00     99.96
12:49:29        all      0.02      0.00      0.00      0.00      0.00     99.98
12:49:30        all      0.52      0.00      0.77      0.00      0.00     98.70
12:49:31        all      8.83      0.00     12.11      0.00      0.00     79.06
12:49:32        all      9.34      0.00     11.93      0.00      0.00     78.72
12:49:33        all      9.60      0.00     13.06      0.00      0.00     77.34
12:49:34        all      9.57      0.00     12.03      0.00      0.00     78.40
12:49:35        all      8.50      0.00     12.27      0.00      0.00     79.22
12:49:36        all      9.04      0.00     11.63      0.00      0.00     79.33
12:49:37        all      8.43      0.00     11.81      0.02      0.00     79.73
12:49:38        all      9.05      0.00     13.35      0.00      0.00     77.61
12:49:39        all      9.31      0.00     11.51      0.00      0.00     79.18
12:49:40        all      9.94      0.00     11.65      0.00      0.00     78.41
12:49:41        all      9.35      0.00     12.80      0.00      0.00     77.86
12:49:42        all      9.94      0.00     12.62      0.00      0.00     77.44
12:49:43        all      9.57      0.00     12.01      0.00      0.00     78.42
12:49:44        all      9.87      0.00     11.94      0.00      0.00     78.19
12:49:45        all      9.58      0.00     11.33      0.00      0.00     79.08
12:49:46        all      9.44      0.00     11.36      0.00      0.00     79.21
12:49:47        all      9.01      0.00     11.54      0.00      0.00     79.45
Average:        all      6.06      0.00      7.85      0.00      0.00     86.09
