procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95893668  23752 790444    0    0     8   296 60482   12  0  1 99  0  0  0
 0  0      0 95893164  23752 790456    0    0     0     0  831  334  0  0 100  0  0  0
 0  0      0 95892660  23752 790460    0    0     0     0  563  380  0  0 100  0  0  0
 0  0      0 95892940  23752 790472    0    0     0     0  589  341  0  0 100  0  0  0
 0  0      0 95892940  23752 790472    0    0     0     0  212  228  0  0 100  0  0  0
 0  0      0 95892436  23752 790472    0    0     0     0  208  156  0  0 100  0  0  0
12  0      0 95861860  23768 790548    0    0     0   592 603339 647125  1  7 91  0  0  0
 7  0      0 95859424  23768 790668    0    0     0     0 1341601 1434377  3 14 83  0  0  0
 5  0      0 95859012  23768 790668    0    0     0     0 1371533 1458130  3 14 83  0  0  0
11  0      0 95859068  23768 790668    0    0     0     0 1354352 1440486  3 14 83  0  0  0
 8  0      0 95858940  23768 790672    0    0     0     0 1355781 1441620  3 15 83  0  0  0
 7  0      0 95859020  23772 790668    0    0     0    13 1332185 1420066  3 14 83  0  0  0
15  0      0 95858968  23772 790672    0    0     0     0 1332387 1422081  3 14 83  0  0  0
 6  0      0 95859012  23772 790672    0    0     0     0 1340573 1425538  3 14 82  0  0  0
 6  0      0 95859176  23772 790676    0    0     0     0 1394898 1470962  3 13 84  0  0  0
 5  0      0 95858948  23772 790676    0    0     0     0 1392534 1479614  2 12 85  0  0  0
 9  0      0 95858612  23772 790680    0    0     0     6 1399486 1490880  3 13 84  0  0  0
 6  0      0 95858664  23772 790680    0    0     0     0 1408436 1496430  3 14 84  0  0  0
 9  0      0 95858300  23772 790680    0    0     0     0 1418359 1502377  3 13 84  0  0  0
10  0      0 95858384  23772 790680    0    0     0     0 1402764 1493927  3 14 84  0  0  0
 2  0      0 95858444  23772 790680    0    0     0     0 1396751 1500594  3 13 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 95858480  23772 790680    0    0     0     5 1405395 1505278  2 14 84  0  0  0
 6  0      0 95858480  23772 790680    0    0     0     0 1410613 1506449  3 14 83  0  0  0
 6  0      0 95858580  23772 790684    0    0     0     0 1410873 1506133  3 12 85  0  0  0
 8  0      0 95854792  23772 790684    0    0     0     0 1399663 1493892  3 14 84  0  0  0
 8  0      0 95854916  23772 790688    0    0     0     0 1394580 1493138  3 13 84  0  0  0
