procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95897156  23524 789728    0    0     8   308 37582    8  0  0 100  0  0  0
 0  0      0 95896904  23524 789744    0    0     0     0  669  325  0  0 100  0  0  0
 0  0      0 95896652  23524 789756    0    0     0     0  605  385  0  0 100  0  0  0
 0  0      0 95896652  23524 789760    0    0     0    48  568  343  0  0 100  0  0  0
 0  0      0 95896652  23524 789760    0    0     0     0  207  221  0  0 100  0  0  0
 0  0      0 95896400  23524 789760    0    0     0     0  235  184  0  0 100  0  0  0
 4  0      0 95863396  23544 789932    0    0     0   594 999194 973710  2 11 87  0  0  0
12  0      0 95858136  23544 789932    0    0     0     0 1670245 1649324  3 16 80  0  0  0
11  0      0 95856856  23544 789932    0    0     0     0 1649941 1626934  3 19 78  0  0  0
 8  0      0 95861148  23544 789936    0    0     0     0 1646675 1624694  3 20 77  0  0  0
10  0      0 95862460  23544 789936    0    0     0     0 1646149 1624986  3 17 79  0  0  0
 0  0      0 95861536  23544 789936    0    0     0    49 1639649 1618565  3 17 79  0  0  0
 4  0      0 95860644  23544 789936    0    0     0     0 1657420 1639197  4 19 78  0  0  0
19  0      0 95865632  23544 789940    0    0     0     0 1666840 1648952  3 19 78  0  0  0
11  0      0 95860760  23544 789940    0    0     0     0 1672775 1650156  3 16 80  0  0  0
19  0      0 95866136  23544 789944    0    0     0     0 1658628 1639841  4 19 77  0  0  0
 7  0      0 95867324  23544 789944    0    0     0    29 1634850 1612842  4 20 76  0  0  0
 3  0      0 95861932  23544 789944    0    0     0     0 1637607 1615491  4 19 77  0  0  0
14  0      0 95863444  23544 789944    0    0     0     0 1634529 1613489  4 20 76  0  0  0
13  0      0 95858500  23544 789944    0    0     0     0 1686160 1670575  3 18 79  0  0  0
 3  0      0 95858508  23544 789944    0    0     0     0 1652441 1635030  4 18 78  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 95856296  23544 789944    0    0     0    17 1652139 1631809  4 18 78  0  0  0
17  0      0 95860684  23544 789948    0    0     0     0 1645068 1622778  3 18 79  0  0  0
 8  0      0 95863900  23544 789948    0    0     0     0 1635264 1615868  4 19 77  0  0  0
 6  0      0 95862792  23544 789952    0    0     0     0 1676132 1665931  3 19 78  0  0  0
 6  0      0 95862168  23544 789952    0    0     0     0 1645345 1625899  4 20 76  0  0  0
