procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95829836  23264 727184    0    0     8   297 30451    1  0  0 99  0  0  0
 0  0      0 95828396  23268 727196    0    0     0    17  763  479  0  0 100  0  0  0
 0  0      0 95829484  23268 727200    0    0     0     0  722  467  0  0 100  0  0  0
 0  0      0 95829748  23268 727208    0    0     0     0  671  349  0  0 100  0  0  0
 0  0      0 95831496  23268 727316    0    0     0     0  304  219  0  0 100  0  0  0
 0  0      0 95831496  23268 727332    0    0     0     0  233  181  0  0 100  0  0  0
 0  0      0 95831496  23268 727352    0    0     0    14  363  340  0  0 100  0  0  0
 0  0      0 95831496  23268 727372    0    0     0     0  105  121  0  0 100  0  0  0
 0  0      0 95831496  23268 727388    0    0     0     0  118  132  0  0 100  0  0  0
 0  0      0 95831496  23268 727412    0    0     0     0  108  118  0  0 100  0  0  0
18  0      0 95840440  23268 727496    0    0     0     0 600317 156709 14  9 78  0  0  0
14  0      0 95831584  23268 727512    0    0     0     0 1036745 270486 25 14 61  0  0  0
16  0      0 95832332  23276 727532    0    0     0     5 1037626 271897 24 14 62  0  0  0
19  0      0 95835700  23276 727556    0    0     0     0 1042164 272277 25 14 61  0  0  0
18  0      0 95835588  23276 727576    0    0     0     0 1045768 272867 25 15 61  0  0  0
17  0      0 95831072  23276 727592    0    0     0     0 1049891 275220 24 14 62  0  0  0
19  0      0 95823748  23276 727616    0    0     0     0 1039570 273862 25 14 61  0  0  0
17  0      0 95829840  23276 727636    0    0     0     5 1036886 272755 24 14 61  0  0  0
17  0      0 95833800  23276 727652    0    0     0     0 1048043 275894 25 14 61  0  0  0
15  0      0 95833304  23276 727672    0    0     0     0 1052486 278344 25 14 61  0  0  0
20  0      0 95839168  23276 727692    0    0     0     0 1056360 278980 26 13 61  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
18  0      0 95835092  23276 727716    0    0     0     0 1060087 280098 26 14 60  0  0  0
18  0      0 95829592  23276 727736    0    0     0     5 1049145 278837 25 14 62  0  0  0
18  0      0 95821424  23276 727756    0    0     0     0 1048387 279934 25 14 62  0  0  0
15  0      0 95831452  23276 727780    0    0     0     0 1042299 277751 24 13 62  0  0  0
16  0      0 95827032  23276 727800    0    0     0     0 1035614 275641 24 14 62  0  0  0
