Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

12:38:18      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
12:38:19            0       584      1.29      1.31      0.70         0
12:38:20            0       583      1.29      1.31      0.70         0
12:38:21            0       583      1.29      1.31      0.70         0
12:38:22            0       596      1.18      1.29      0.70         2
12:38:23            6       653      1.18      1.29      0.70         0
12:38:24            5       653      1.18      1.29      0.70         0
12:38:25            2       653      1.18      1.29      0.70         0
12:38:26           12       653      1.18      1.29      0.70         0
12:38:27           18       653      1.09      1.27      0.70         0
12:38:28           17       653      1.09      1.27      0.70         0
12:38:29            9       653      1.09      1.27      0.70         0
12:38:30           22       653      1.09      1.27      0.70         0
12:38:31            4       653      1.09      1.27      0.70         0
12:38:32            6       653      1.96      1.45      0.76         0
12:38:33           12       653      1.96      1.45      0.76         0
12:38:34           19       653      1.96      1.45      0.76         0
12:38:35           10       653      1.96      1.45      0.76         0
12:38:36           15       653      1.96      1.45      0.76         0
12:38:37            0       653      2.29      1.52      0.78         0
12:38:38           11       653      2.29      1.52      0.78         0
12:38:39            1       653      2.29      1.52      0.78         0
12:38:40           23       653      2.29      1.52      0.78         0
12:38:41            4       653      2.29      1.52      0.78         0
12:38:42            2       652      3.54      1.80      0.88         0
12:38:43           20       652      3.54      1.80      0.88         0
12:38:44            9       650      3.54      1.80      0.88         0
Average:            9       643      1.81      1.42      0.75         0
