procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95824652  23624 728416    0    0     7   288 43315    2  1  0 99  0  0  0
 0  0      0 95823176  23624 728424    0    0     0    18  809  585  0  0 100  0  0  0
 0  0      0 95822936  23624 728432    0    0     0     0  601  364  0  0 100  0  0  0
 0  0      0 95823768  23624 728436    0    0     0     0  703  344  0  0 100  0  0  0
 0  0      0 95823796  23624 728472    0    0     0     0  367  241  0  0 100  0  0  0
 0  0      0 95823576  23624 728488    0    0     0     0  273  326  0  0 100  0  0  0
 0  0      0 95823576  23628 728508    0    0     0    13  144  162  0  0 100  0  0  0
 0  0      0 95823576  23628 728528    0    0     0     0  110  118  0  0 100  0  0  0
 0  0      0 95824092  23628 728544    0    0     0     0  316  158  0  0 100  0  0  0
 0  0      0 95824092  23628 728568    0    0     0     0  202  210  0  0 100  0  0  0
 9  0      0 95828080  23628 728660    0    0     0     0 368159 127258  3  4 93  0  0  0
 1  0      0 95823948  23628 728676    0    0     0     0 930678 316669  8  9 83  0  0  0
 7  0      0 95826356  23628 728696    0    0     0     5 927373 316913  8  8 84  0  0  0
 9  0      0 95824536  23628 728720    0    0     0     0 923757 314451  8  9 83  0  0  0
 6  0      0 95822244  23628 728740    0    0     0     0 929672 318645  7  9 84  0  0  0
 8  0      0 95818368  23628 728760    0    0     0     0 914519 312558  8  9 83  0  0  0
 2  0      0 95817500  23628 728780    0    0     0     0 932133 320320  8  9 83  0  0  0
11  0      0 95818300  23628 728800    0    0     0     5 933272 320477  7  9 84  0  0  0
10  0      0 95820252  23628 728816    0    0     0     0 955863 324786  8  9 83  0  0  0
 8  0      0 95813060  23628 728840    0    0     0     0 963811 328946  8  9 83  0  0  0
 7  0      0 95814892  23628 728860    0    0     0     0 958618 328262  8  9 83  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 95813528  23628 728884    0    0     0     0 959530 327694  8  9 83  0  0  0
14  0      0 95817244  23628 728904    0    0     0     5 950204 325032  7  9 84  0  0  0
 8  0      0 95816252  23628 728928    0    0     0     0 937088 319717  8  8 84  0  0  0
 8  0      0 95817792  23628 728948    0    0     0     0 949600 328395  8  9 83  0  0  0
 8  0      0 95815356  23628 728968    0    0     0     0 949318 326845  8  8 84  0  0  0
