Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

14:50:25      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
14:50:26            0       622      2.34      2.02      1.88         0
14:50:27            0       623      2.15      1.98      1.87         0
14:50:28            0       621      2.15      1.98      1.87         0
14:50:29            0       621      2.15      1.98      1.87         0
14:50:30            0       621      2.15      1.98      1.87         0
14:50:31            0       621      2.15      1.98      1.87         0
14:50:32            0       621      1.98      1.95      1.86         0
14:50:33           30       621      1.98      1.95      1.86         0
14:50:34           10       621      1.98      1.95      1.86         0
14:50:35           31       621      1.98      1.95      1.86         0
14:50:36           17       621      1.98      1.95      1.86         0
14:50:37           21       621      3.90      2.35      1.99         0
14:50:38           27       621      3.90      2.35      1.99         0
14:50:39           22       621      3.90      2.35      1.99         0
14:50:40           10       621      3.90      2.35      1.99         0
14:50:41           21       621      3.90      2.35      1.99         0
14:50:42           25       621      4.39      2.47      2.03         0
14:50:43           12       621      4.39      2.47      2.03         0
14:50:44           21       621      4.39      2.47      2.03         0
14:50:45           23       621      4.39      2.47      2.03         0
14:50:46           16       621      4.39      2.47      2.03         0
14:50:47           13       621      6.20      2.88      2.16         0
14:50:48           12       621      6.20      2.88      2.16         0
14:50:49           29       620      6.20      2.88      2.16         0
14:50:50           17       621      6.20      2.88      2.16         0
14:50:51           22       619      6.20      2.88      2.16         0
Average:           15       621      3.67      2.31      1.98         0
