Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

14:50:28      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
14:50:29            0       582      1.68      1.79      1.44         0
14:50:30            0       581      1.68      1.79      1.44         0
14:50:31            0       581      1.68      1.79      1.44         0
14:50:32            0       612      1.55      1.76      1.43         0
14:50:33           12       651      1.55      1.76      1.43         0
14:50:34            8       651      1.55      1.76      1.43         0
14:50:35            7       651      1.55      1.76      1.43         0
14:50:36           13       651      1.55      1.76      1.43         0
14:50:37            6       651      2.22      1.90      1.47         0
14:50:38            7       651      2.22      1.90      1.47         0
14:50:39            9       651      2.22      1.90      1.47         0
14:50:40           12       651      2.22      1.90      1.47         0
14:50:41           14       651      2.22      1.90      1.47         0
14:50:42            7       651      2.69      2.00      1.51         0
14:50:43            8       651      2.69      2.00      1.51         0
14:50:44           10       651      2.69      2.00      1.51         0
14:50:45           12       651      2.69      2.00      1.51         0
14:50:46           10       651      2.69      2.00      1.51         0
14:50:47           12       651      3.35      2.15      1.56         0
14:50:48            9       651      3.35      2.15      1.56         0
14:50:49            7       651      3.35      2.15      1.56         0
14:50:50            9       651      3.35      2.15      1.56         0
14:50:51            9       651      3.35      2.15      1.56         0
14:50:52            6       650      3.80      2.26      1.60         0
14:50:53           13       650      3.80      2.26      1.60         0
14:50:54           13       648      3.80      2.26      1.60         0
Average:            8       641      2.52      1.97      1.50         0
