procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95887788  24352 792832    0    0     4   161 84711   18  0  1 99  0  0  0
 0  0      0 95887044  24352 792840    0    0     0     0  682  338  0  0 100  0  0  0
 0  0      0 95887044  24352 792848    0    0     0     0  725  484  0  0 100  0  0  0
 0  0      0 95886792  24352 792852    0    0     0     0  463  261  0  0 100  0  0  0
 0  0      0 95886792  24352 792852    0    0     0     0  122  132  0  0 100  0  0  0
 0  0      0 95886792  24352 792852    0    0     0     9  270  192  0  0 100  0  0  0
12  0      0 95850984  24352 793028    0    0     0   585 1068272 1059751  2 11 87  0  0  0
13  0      0 95853936  24352 793028    0    0     0     0 1722912 1741160  3 17 79  0  0  0
 5  0      0 95856596  24352 793028    0    0     0     0 1738861 1755532  3 17 80  0  0  0
12  0      0 95860320  24352 793028    0    0     0     0 1740779 1764241  3 16 81  0  0  0
 3  0      0 95847940  24352 793032    0    0     0     0 1734366 1749628  3 17 80  0  0  0
 4  0      0 95857736  24352 793032    0    0     0    14 1731369 1739006  4 17 79  0  0  0
11  0      0 95856716  24352 793032    0    0     0     0 1740522 1755313  3 17 80  0  0  0
10  0      0 95851380  24352 793036    0    0     0     0 1699988 1708692  4 19 77  0  0  0
 9  0      0 95858068  24352 793036    0    0     0     0 1709860 1721361  4 18 78  0  0  0
 9  0      0 95854532  24352 793040    0    0     0     0 1709719 1714615  4 18 78  0  0  0
12  0      0 95855656  24352 793040    0    0     0     6 1719889 1728102  3 17 80  0  0  0
12  0      0 95862564  24352 793040    0    0     0     0 1729355 1742119  3 17 80  0  0  0
15  0      0 95850404  24352 793040    0    0     0     0 1734874 1747563  3 16 81  0  0  0
 9  0      0 95847520  24352 793040    0    0     0     0 1693132 1701162  4 19 77  0  0  0
11  0      0 95857240  24352 793040    0    0     0     0 1700054 1707773  3 19 78  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  0      0 95850852  24356 793040    0    0     0     5 1702350 1712078  4 18 78  0  0  0
11  0      0 95853976  24356 793044    0    0     0     0 1705168 1719317  3 18 78  0  0  0
11  0      0 95852692  24356 793044    0    0     0     0 1726507 1743372  3 17 80  0  0  0
 3  0      0 95859840  24356 793044    0    0     0     0 1716032 1735669  4 16 80  0  0  0
11  0      0 95855004  24356 793048    0    0     0     0 1696807 1703750  4 18 78  0  0  0
