procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95887512  24300 792628    0    0     4   162 79376   17  0  1 99  0  0  0
 0  0      0 95886768  24300 792636    0    0     0     0  654  325  0  0 100  0  0  0
 0  0      0 95886772  24300 792640    0    0     0     8  585  390  0  0 100  0  0  0
 0  0      0 95886296  24300 792648    0    0     0     0  643  401  0  0 100  0  0  0
 0  0      0 95886296  24300 792648    0    0     0     0  126  129  0  0 100  0  0  0
 0  0      0 95886044  24300 792648    0    0     0     0  244  161  0  0 100  0  0  0
 6  0      0 95850004  24304 792692    0    0     0   582 793315 856372  2  8 90  0  0  0
 6  0      0 95846300  24304 792820    0    0     0     0 1414545 1534808  2 13 85  0  0  0
 5  0      0 95846184  24304 792820    0    0     0     0 1420225 1542749  2 13 85  0  0  0
 3  0      0 95846100  24304 792824    0    0     0     0 1479024 1579846  2 13 85  0  0  0
 7  0      0 95846040  24304 792824    0    0     0     0 1436106 1558596  2 14 84  0  0  0
 5  0      0 95845928  24308 792824    0    0     0    15 1450518 1557571  3 14 84  0  0  0
 0  0      0 95845844  24308 792824    0    0     0     0 1430394 1548622  2 12 85  0  0  0
 5  0      0 95845744  24308 792828    0    0     0     0 1420023 1542189  3 12 85  0  0  0
 4  0      0 95845872  24308 792828    0    0     0     0 1436438 1556019  3 13 84  0  0  0
 5  0      0 95845800  24308 792828    0    0     0     0 1450374 1573459  2 12 85  0  0  0
 6  0      0 95845640  24308 792832    0    0     0     5 1431599 1554495  3 12 85  0  0  0
 5  0      0 95845572  24308 792832    0    0     0     0 1415274 1542575  3 15 82  0  0  0
11  0      0 95845440  24308 792832    0    0     0     0 1400217 1519550  3 14 83  0  0  0
 9  0      0 95845328  24308 792832    0    0     0     0 1417666 1533407  3 14 84  0  0  0
10  0      0 95845172  24308 792832    0    0     0     0 1433251 1551932  3 12 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 95845056  24308 792832    0    0     0     5 1421733 1543451  2 13 84  0  0  0
 4  0      0 95844968  24308 792836    0    0     0     0 1427265 1544306  3 14 84  0  0  0
 9  0      0 95845284  24308 792836    0    0     0     0 1385070 1514864  3 14 83  0  0  0
 5  0      0 95845176  24308 792836    0    0     0     0 1379088 1505903  3 14 83  0  0  0
 4  0      0 95845096  24308 792836    0    0     0     0 1412375 1530536  3 13 84  0  0  0
