Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

14:49:24        CPU     %user     %nice   %system   %iowait    %steal     %idle
14:49:25        all      0.04      0.00      0.02      0.02      0.00     99.92
14:49:26        all      0.04      0.00      0.04      0.00      0.00     99.92
14:49:27        all      0.02      0.00      0.00      0.00      0.00     99.98
14:49:28        all      0.00      0.00      0.02      0.00      0.00     99.98
14:49:29        all      0.00      0.00      0.02      0.00      0.00     99.98
14:49:30        all      0.02      0.00      0.00      0.00      0.00     99.98
14:49:31        all      0.02      0.00      0.00      0.00      0.00     99.98
14:49:32        all      0.00      0.00      0.02      0.00      0.00     99.98
14:49:33        all      3.81      0.00      2.64      0.00      0.00     93.55
14:49:34        all     11.23      0.00      8.65      0.00      0.00     80.12
14:49:35        all     10.78      0.00      8.90      0.00      0.00     80.32
14:49:36        all     10.95      0.00      9.19      0.00      0.00     79.86
14:49:37        all     10.98      0.00      9.20      0.00      0.00     79.82
14:49:38        all     11.49      0.00      8.79      0.00      0.00     79.72
14:49:39        all     10.82      0.00      9.49      0.00      0.00     79.69
14:49:40        all     11.45      0.00      8.69      0.00      0.00     79.86
14:49:41        all     11.55      0.00      8.48      0.00      0.00     79.97
14:49:42        all     11.11      0.00      9.13      0.00      0.00     79.76
14:49:43        all     11.54      0.00      8.29      0.00      0.00     80.17
14:49:44        all     11.24      0.00      8.68      0.00      0.00     80.07
14:49:45        all     11.58      0.00      8.49      0.00      0.00     79.94
14:49:46        all     10.82      0.00      9.23      0.00      0.00     79.95
14:49:47        all     10.68      0.00      9.52      0.00      0.00     79.79
14:49:48        all     11.44      0.00      8.82      0.00      0.00     79.75
14:49:49        all     11.15      0.00      9.09      0.00      0.00     79.76
14:49:50        all     12.02      0.00      8.89      0.00      0.00     79.09
Average:        all      7.42      0.00      5.88      0.00      0.00     86.70
