Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

14:48:27        CPU     %user     %nice   %system   %iowait    %steal     %idle
14:48:28        all      0.04      0.00      0.00      0.00      0.00     99.96
14:48:29        all      0.04      0.00      0.00      0.00      0.00     99.96
14:48:30        all      0.00      0.00      0.00      0.00      0.00    100.00
14:48:31        all      0.00      0.00      0.00      0.00      0.00    100.00
14:48:32        all      0.23      0.00      1.40      0.15      0.00     98.23
14:48:33        all      3.95      0.00     18.01      0.00      0.00     78.04
14:48:34        all      3.44      0.00     18.12      0.00      0.00     78.44
14:48:35        all      3.36      0.00     17.30      0.00      0.00     79.34
14:48:36        all      3.51      0.00     17.71      0.00      0.00     78.78
14:48:37        all      3.06      0.00     16.74      0.00      0.00     80.19
14:48:38        all      3.16      0.00     16.23      0.00      0.00     80.61
14:48:39        all      3.60      0.00     16.79      0.00      0.00     79.61
14:48:40        all      2.76      0.00     16.71      0.00      0.00     80.53
14:48:41        all      3.21      0.00     16.27      0.00      0.00     80.52
14:48:42        all      3.47      0.00     17.96      0.00      0.00     78.57
14:48:43        all      3.31      0.00     16.30      0.00      0.00     80.39
14:48:44        all      3.25      0.00     16.45      0.00      0.00     80.30
14:48:45        all      3.08      0.00     16.72      0.00      0.00     80.21
14:48:46        all      3.65      0.00     19.14      0.00      0.00     77.20
14:48:47        all      3.35      0.00     18.44      0.00      0.00     78.21
14:48:48        all      3.24      0.00     16.41      0.00      0.00     80.35
14:48:49        all      2.83      0.00     16.62      0.00      0.00     80.55
14:48:50        all      3.37      0.00     16.86      0.00      0.00     79.77
14:48:51        all      3.10      0.00     16.99      0.00      0.00     79.92
14:48:52        all      4.01      0.00     18.67      0.00      0.00     77.32
14:48:53        all      3.63      0.00     18.94      0.00      0.00     77.43
Average:        all      2.69      0.00     13.87      0.01      0.00     83.43
