Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

14:47:28      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
14:47:29            0       586      1.48      1.20      1.17         0
14:47:30            0       585      1.48      1.20      1.17         0
14:47:31            0       585      1.48      1.20      1.17         0
14:47:32            0       599      1.36      1.18      1.17         1
14:47:33           10       659      1.36      1.18      1.17         0
14:47:34            4       659      1.36      1.18      1.17         0
14:47:35            9       659      1.36      1.18      1.17         0
14:47:36            4       659      1.36      1.18      1.17         0
14:47:37            5       659      2.05      1.32      1.22         0
14:47:38            2       659      2.05      1.32      1.22         0
14:47:39            8       659      2.05      1.32      1.22         0
14:47:40            4       659      2.05      1.32      1.22         0
14:47:41            8       659      2.05      1.32      1.22         0
14:47:42            2       659      2.85      1.50      1.27         0
14:47:43            8       659      2.85      1.50      1.27         0
14:47:44            7       659      2.85      1.50      1.27         0
14:47:45            6       659      2.85      1.50      1.27         0
14:47:46            6       659      2.85      1.50      1.27         0
14:47:47            7       659      3.50      1.66      1.33         0
14:47:48            8       659      3.50      1.66      1.33         0
14:47:49           10       659      3.50      1.66      1.33         0
14:47:50            6       659      3.50      1.66      1.33         0
14:47:51            1       659      3.50      1.66      1.33         0
14:47:52            7       658      3.86      1.76      1.36         0
14:47:53            6       658      3.86      1.76      1.36         0
14:47:54           11       656      3.86      1.76      1.36         0
Average:            5       648      2.49      1.43      1.25         0
