procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95920068  23904 790844    0    0     6   238 76004   15  0  1 99  0  0  0
 0  0      0 95920320  23904 790852    0    0     0     0  653  353  0  0 100  0  0  0
 0  0      0 95920068  23904 790864    0    0     0     0  616  386  0  0 100  0  0  0
 0  0      0 95919564  23904 790868    0    0     0     0  602  377  0  0 100  0  0  0
 0  0      0 95919564  23904 790868    0    0     0    12  133  138  0  0 100  0  0  0
 0  0      0 95919564  23904 790868    0    0     0     0  105  123  0  0 100  0  0  0
 0  0      0 95897000  23916 790940    0    0     0   535 2337 3497  0  0 100  0  0  0
 3  0      0 95867924  23920 791068    0    0     0    42 1046966 995004  2  8 90  0  0  0
 5  0      0 95861796  23920 791068    0    0     0     0 1055294 1015572  2  8 90  0  0  0
 6  0      0 95859404  23920 791068    0    0     0     0 1064681 1024257  2  9 89  0  0  0
 0  0      0 95859152  23920 791072    0    0     0     0 1064787 1025990  2  9 89  0  0  0
18  0      0 95859648  23920 791072    0    0     0     0 1054029 1015437  2 10 88  0  0  0
 6  0      0 95864420  23920 791072    0    0     0    15 1053105 1013065  2  8 90  0  0  0
10  0      0 95863596  23920 791076    0    0     0     0 1060841 1020051  2  9 89  0  0  0
 9  0      0 95861140  23920 791076    0    0     0     0 1069059 1029247  2  9 88  0  0  0
 7  0      0 95860692  23920 791076    0    0     0     0 1060941 1020528  2  9 89  0  0  0
 0  0      0 95865352  23920 791080    0    0     0     0 1059987 1021190  2 10 89  0  0  0
 1  0      0 95863196  23920 791080    0    0     0     5 1068292 1030879  2  9 89  0  0  0
 3  0      0 95859844  23920 791080    0    0     0     0 1058857 1018028  2 10 88  0  0  0
10  0      0 95861796  23920 791080    0    0     0     0 1070698 1031136  2  9 89  0  0  0
 0  0      0 95857884  23920 791080    0    0     0     0 1059336 1016620  2 11 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 95863648  23920 791080    0    0     0     0 1049316 1006569  2 10 89  0  0  0
 7  0      0 95865752  23920 791084    0    0     0    58 1052151 1009563  2  8 90  0  0  0
 2  0      0 95866468  23920 791084    0    0     0     0 1051617 1008461  2 11 87  0  0  0
10  0      0 95859284  23920 791088    0    0     0     0 1050800 1008412  2  9 88  0  0  0
 7  0      0 95856848  23920 791088    0    0     0     0 1044057 1002066  2  9 89  0  0  0
