Linux 6.6.121-0-virt (ip-172-31-2-238) 	03/18/26 	_aarch64_	(48 CPU)

21:02:44      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
21:02:45            0       649      0.16      0.68      0.73         0
21:02:46            0       650      0.16      0.68      0.73         0
21:02:47            0       649      0.16      0.68      0.73         0
21:02:48            0       649      0.16      0.68      0.73         0
21:02:49            0       649      0.14      0.67      0.72         0
21:02:50            0       649      0.14      0.67      0.72         0
21:02:51            0       649      0.14      0.67      0.72         0
21:02:52            0       652      0.14      0.67      0.72         0
21:02:53           14       652      0.14      0.67      0.72         0
21:02:54           14       652      1.41      0.93      0.81         0
21:02:55            6       652      1.41      0.93      0.81         0
21:02:56            8       652      1.41      0.93      0.81         0
21:02:57            1       652      1.41      0.93      0.81         0
21:02:58           14       652      1.41      0.93      0.81         0
21:02:59            8       652      2.82      1.23      0.90         0
21:03:00           15       652      2.82      1.23      0.90         0
21:03:01           11       652      2.82      1.23      0.90         0
21:03:02            7       652      2.82      1.23      0.90         0
21:03:03           13       652      2.82      1.23      0.90         0
21:03:04            5       650      3.56      1.40      0.96         0
21:03:05            7       650      3.56      1.40      0.96         0
21:03:06            7       650      3.56      1.40      0.96         0
21:03:07           17       650      3.56      1.40      0.96         0
21:03:08            5       649      3.56      1.40      0.96         0
21:03:09           11       649      3.91      1.51      1.00         0
21:03:10           12       647      3.91      1.51      1.00         0
Average:            7       650      1.85      1.03      0.84         0
