Linux 6.6.121-0-virt (ip-172-31-0-225) 	03/18/26 	_aarch64_	(48 CPU)

19:44:10      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
19:44:11            0       574      0.55      1.78      1.42         0
19:44:12            0       573      0.51      1.75      1.41         0
19:44:13            0       573      0.51      1.75      1.41         0
19:44:14            0       575      0.51      1.75      1.41         0
19:44:15           16       696      0.51      1.75      1.41         0
19:44:16           14       696      0.51      1.75      1.41         0
19:44:17            9       696      1.43      1.92      1.47         0
19:44:18           14       696      1.43      1.92      1.47         0
19:44:19            8       696      1.43      1.92      1.47         0
19:44:20            9       696      1.43      1.92      1.47         0
19:44:21           16       696      1.43      1.92      1.47         0
19:44:22           21       696      2.59      2.16      1.54         0
19:44:23           19       696      2.59      2.16      1.54         0
19:44:24            9       696      2.59      2.16      1.54         0
19:44:25            3       696      2.59      2.16      1.54         0
19:44:26            5       696      2.59      2.16      1.54         0
19:44:27            0       696      2.39      2.12      1.54         0
19:44:28            8       696      2.39      2.12      1.54         0
19:44:29           12       696      2.39      2.12      1.54         0
19:44:30           17       696      2.39      2.12      1.54         0
19:44:31            3       696      2.39      2.12      1.54         0
19:44:32            2       696      3.00      2.25      1.58         0
19:44:33            4       696      3.00      2.25      1.58         0
19:44:34           26       695      3.00      2.25      1.58         0
19:44:35            4       695      3.00      2.25      1.58         0
19:44:36            4       693      3.00      2.25      1.58         0
Average:            9       677      1.93      2.03      1.50         0
