Linux 6.6.121-0-virt (ip-172-31-0-225) 	03/18/26 	_aarch64_	(48 CPU)

19:46:10      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
19:46:11            0       582      1.85      2.16      1.62         0
19:46:12            0       581      1.70      2.12      1.61         0
19:46:13            0       581      1.70      2.12      1.61         0
19:46:14            0       581      1.70      2.12      1.61         0
19:46:15           13       702      1.70      2.12      1.61         0
19:46:16            7       702      1.70      2.12      1.61         0
19:46:17            7       702      2.28      2.23      1.65         0
19:46:18            7       702      2.28      2.23      1.65         0
19:46:19            6       702      2.28      2.23      1.65         0
19:46:20           10       702      2.28      2.23      1.65         0
19:46:21            6       702      2.28      2.23      1.65         0
19:46:22            9       702      2.42      2.26      1.66         0
19:46:23           16       702      2.42      2.26      1.66         0
19:46:24            3       702      2.42      2.26      1.66         0
19:46:25            9       702      2.42      2.26      1.66         0
19:46:26            9       702      2.42      2.26      1.66         0
19:46:27            7       702      3.11      2.41      1.71         0
19:46:28           13       702      3.11      2.41      1.71         0
19:46:29           12       702      3.11      2.41      1.71         0
19:46:30           10       702      3.11      2.41      1.71         0
19:46:31           13       702      3.11      2.41      1.71         0
19:46:32            6       702      3.50      2.50      1.75         0
19:46:33            7       702      3.50      2.50      1.75         0
19:46:34           14       701      3.50      2.50      1.75         0
19:46:35           10       701      3.50      2.50      1.75         0
19:46:36            6       699      3.50      2.50      1.75         0
Average:            8       683      2.57      2.30      1.67         0
