procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95909188  23348 788612    0    0    11   427 77917   15  0  1 99  0  0  0
 0  0      0 95907492  23348 788620    0    0     0     0  639  331  0  0 100  0  0  0
 1  0      0 95907492  23348 788628    0    0     0     0  772  509  0  0 100  0  0  0
 0  0      0 95907000  23348 788632    0    0     0     0  484  274  0  0 100  0  0  0
 0  0      0 95907000  23352 788628    0    0     0    13  170  190  0  0 100  0  0  0
 0  0      0 95907000  23352 788632    0    0     0     0  114  126  0  0 100  0  0  0
 0  0      0 95875052  23376 788608    0    0     0   531 2389 3663  0  0 100  0  0  0
 5  0      0 95848580  23376 789076    0    0     0    41 983497 941080  2 10 88  0  0  0
 4  0      0 95849016  23376 789076    0    0     0     0 1031116 996262  2 10 88  0  0  0
10  0      0 95839036  23376 789080    0    0     0     0 1031291 995916  2 10 88  0  0  0
 1  0      0 95844012  23376 789080    0    0     0     0 1030223 993862  2 10 88  0  0  0
11  0      0 95850616  23376 789080    0    0     0     0 1034741 999102  2 10 88  0  0  0
 2  0      0 95848168  23376 789080    0    0     0    13 1036872 1001785  2  9 90  0  0  0
 7  0      0 95841032  23376 789084    0    0     0     0 1039945 1005619  2  8 90  0  0  0
 6  0      0 95850556  23376 789084    0    0     0     0 1035927 999512  2  8 90  0  0  0
 1  0      0 95848504  23376 789088    0    0     0     0 1040639 1003762  2  9 89  0  0  0
 3  0      0 95851452  23376 789088    0    0     0     0 1042198 1002595  2  8 90  0  0  0
 2  0      0 95845392  23376 789088    0    0     0     5 1037112 1002075  2  8 90  0  0  0
 0  0      0 95843500  23376 789088    0    0     0     0 1040655 1006490  2  8 90  0  0  0
 4  0      0 95853548  23376 789088    0    0     0     0 1033515 998247  2  9 88  0  0  0
 2  0      0 95845352  23376 789088    0    0     0     0 1040228 1005053  2  9 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 95844068  23376 789088    0    0     0     0 1042205 1006445  2 10 88  0  0  0
 3  0      0 95843120  23376 789088    0    0     0     5 1037861 1000881  2 10 88  0  0  0
 8  0      0 95845628  23376 789092    0    0     0     0 1031738 995737  2 10 87  0  0  0
 6  0      0 95849628  23376 789092    0    0     0     0 1040498 1003603  2  9 89  0  0  0
 3  0      0 95849264  23376 789092    0    0     0     0 1037157 997916  2 10 88  0  0  0
