Linux 6.6.121-0-virt (ip-172-31-2-238) 	03/18/26 	_aarch64_	(48 CPU)

19:45:06        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:45:07        all      0.08      0.00      0.02      0.00      0.00     99.90
19:45:08        all      0.08      0.00      0.00      0.00      0.00     99.92
19:45:09        all      0.04      0.00      0.00      0.00      0.00     99.96
19:45:10        all      0.02      0.00      0.00      0.00      0.00     99.98
19:45:11        all      0.00      0.00      0.00      0.00      0.00    100.00
19:45:12        all      0.00      0.00      0.00      0.00      0.00    100.00
19:45:13        all      0.00      0.00      0.00      0.00      0.00    100.00
19:45:14        all      0.02      0.00      0.00      0.00      0.00     99.98
19:45:15        all      0.02      0.00      0.02      0.00      0.00     99.96
19:45:16        all      8.08      0.00      8.19      0.00      0.00     83.73
19:45:17        all     14.06      0.00     12.75      0.00      0.00     73.19
19:45:18        all     13.52      0.00     12.05      0.00      0.00     74.43
19:45:19        all     13.40      0.00     12.24      0.00      0.00     74.35
19:45:20        all     13.58      0.00     11.82      0.00      0.00     74.59
19:45:21        all     14.27      0.00     11.70      0.00      0.00     74.02
19:45:22        all     14.94      0.00     11.66      0.00      0.00     73.40
19:45:23        all     12.54      0.00     12.14      0.02      0.00     75.30
19:45:24        all     12.98      0.00     11.83      0.00      0.00     75.19
19:45:25        all     12.78      0.00     12.33      0.00      0.00     74.89
19:45:26        all     14.68      0.00     12.03      0.00      0.00     73.29
19:45:27        all     13.28      0.00     12.27      0.00      0.00     74.46
19:45:28        all     14.23      0.00     12.20      0.00      0.00     73.57
19:45:29        all     13.84      0.00     12.09      0.00      0.00     74.07
19:45:30        all     12.87      0.00     12.91      0.00      0.00     74.22
19:45:31        all     13.07      0.00     11.92      0.00      0.00     75.01
19:45:32        all     14.13      0.00     11.57      0.00      0.00     74.30
Average:        all      8.57      0.00      7.63      0.00      0.00     83.81
