Linux 6.6.121-0-virt (ip-172-31-0-225) 	03/18/26 	_aarch64_	(48 CPU)

19:46:10        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:46:11        all      0.06      0.00      0.02      0.00      0.00     99.92
19:46:12        all      0.02      0.00      0.00      0.00      0.00     99.98
19:46:13        all      0.00      0.00      0.00      0.00      0.00    100.00
19:46:14        all      0.00      0.00      0.00      0.00      0.00    100.00
19:46:15        all      0.02      0.00      0.00      0.00      0.00     99.98
19:46:16        all      2.05      0.00     11.61      0.11      0.00     86.24
19:46:17        all      3.12      0.00     18.81      0.00      0.00     78.07
19:46:18        all      3.33      0.00     16.88      0.00      0.00     79.80
19:46:19        all      2.74      0.00     18.90      0.00      0.00     78.36
19:46:20        all      4.01      0.00     18.49      0.00      0.00     77.50
19:46:21        all      2.95      0.00     18.07      0.00      0.00     78.97
19:46:22        all      3.86      0.00     18.12      0.00      0.00     78.01
19:46:23        all      3.87      0.00     18.20      0.00      0.00     77.94
19:46:24        all      3.70      0.00     17.98      0.00      0.00     78.32
19:46:25        all      3.21      0.00     18.25      0.00      0.00     78.54
19:46:26        all      3.28      0.00     17.18      0.02      0.00     79.52
19:46:27        all      3.54      0.00     18.79      0.00      0.00     77.67
19:46:28        all      3.23      0.00     17.51      0.00      0.00     79.26
19:46:29        all      2.83      0.00     16.38      0.00      0.00     80.79
19:46:30        all      3.56      0.00     18.80      0.00      0.00     77.64
19:46:31        all      3.39      0.00     20.17      0.00      0.00     76.43
19:46:32        all      3.83      0.00     18.22      0.00      0.00     77.96
19:46:33        all      3.33      0.00     18.18      0.00      0.00     78.49
19:46:34        all      3.84      0.00     19.54      0.00      0.00     76.62
19:46:35        all      3.32      0.00     17.57      0.00      0.00     79.10
19:46:36        all      3.57      0.00     18.40      0.00      0.00     78.03
Average:        all      2.69      0.00     14.29      0.01      0.00     83.02
