Linux 6.6.121-0-virt (ip-172-31-2-238) 	03/18/26 	_aarch64_	(48 CPU)

19:44:06        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:44:07        all      0.06      0.00      0.04      0.00      0.00     99.90
19:44:08        all      0.08      0.00      0.04      0.00      0.00     99.88
19:44:09        all      0.04      0.00      0.04      0.00      0.00     99.92
19:44:10        all      0.00      0.00      0.04      0.00      0.00     99.96
19:44:11        all      0.00      0.00      0.04      0.00      0.00     99.96
19:44:12        all      0.00      0.00      0.04      0.00      0.00     99.96
19:44:13        all      0.04      0.00      0.00      0.00      0.00     99.96
19:44:14        all      0.06      0.00      0.02      0.00      0.00     99.92
19:44:15        all      0.02      0.00      0.04      0.00      0.00     99.94
19:44:16        all      7.16      0.00      8.72      0.00      0.00     84.12
19:44:17        all      7.67      0.00     11.59      0.00      0.00     80.74
19:44:18        all      8.80      0.00     10.46      0.00      0.00     80.75
19:44:19        all      8.46      0.00     11.17      0.00      0.00     80.37
19:44:20        all      7.91      0.00     10.77      0.00      0.00     81.32
19:44:21        all      8.11      0.00     10.82      0.00      0.00     81.07
19:44:22        all      8.52      0.00     11.35      0.00      0.00     80.13
19:44:23        all      9.50      0.00     11.44      0.00      0.00     79.06
19:44:24        all      8.39      0.00     12.04      0.00      0.00     79.57
19:44:25        all      7.33      0.00     10.50      0.00      0.00     82.17
19:44:26        all      8.64      0.00     12.13      0.00      0.00     79.23
19:44:27        all      8.32      0.00     11.33      0.00      0.00     80.36
19:44:28        all      9.17      0.00     11.63      0.00      0.00     79.20
19:44:29        all      8.22      0.00     10.94      0.00      0.00     80.84
19:44:30        all      8.68      0.00     12.63      0.00      0.00     78.68
19:44:31        all      8.64      0.00     12.09      0.00      0.00     79.27
19:44:32        all      8.66      0.00     11.78      0.00      0.00     79.56
Average:        all      5.41      0.00      7.28      0.00      0.00     87.30
