procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95912172  23468 789112    0    0    10   405 83450   17  0  1 99  0  0  0
 0  0      0 95911204  23468 789120    0    0     0     0  717  351  0  0 100  0  0  0
 0  0      0 95910952  23468 789124    0    0     0     0  736  474  0  0 100  0  0  0
 0  0      0 95910208  23468 789132    0    0     0     0  493  289  0  0 100  0  0  0
 0  0      0 95910208  23468 789132    0    0     0     0  127  146  0  0 100  0  0  0
 0  0      0 95910208  23472 789132    0    0     0    11  102  121  0  0 100  0  0  0
 0  0      0 95875652  23520 789188    0    0     0   546 2509 3580  0  0 100  0  0  0
 6  0      0 95837624  23524 789524    0    0     0    45 1034154 998007  2 10 88  0  0  0
 7  0      0 95830668  23524 789524    0    0     0     0 1027601 999055  2 12 86  0  0  0
 5  0      0 95821640  23524 789524    0    0     0     0 1030169 1000542  2 10 88  0  0  0
 6  0      0 95817372  23524 789528    0    0     0     0 1033175 1003612  2 10 88  0  0  0
 2  0      0 95816124  23524 789528    0    0     0     0 1032708 1004386  2 11 87  0  0  0
 5  0      0 95816552  23528 789532    0    0     0    13 1034388 1006033  2 10 88  0  0  0
 2  0      0 95815784  23528 789536    0    0     0     0 1031560 1001027  2 10 88  0  0  0
 5  0      0 95813764  23528 789536    0    0     0     0 1034055 1006341  2 10 88  0  0  0
 4  0      0 95816776  23528 789536    0    0     0     0 1034741 1006675  2 11 87  0  0  0
 6  0      0 95815112  23528 789540    0    0     0     0 1036905 1009184  2  9 89  0  0  0
 3  0      0 95814892  23528 789540    0    0     0     5 1034118 1004400  2  9 89  0  0  0
 5  0      0 95814596  23528 789540    0    0     0     0 1037581 1010078  2 10 88  0  0  0
 4  0      0 95814132  23528 789540    0    0     0     0 1030024 999588  3 11 87  0  0  0
13  0      0 95814096  23528 789540    0    0     0     0 1037575 1007653  2 10 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 95814420  23528 789540    0    0     0     0 1036030 1004902  2 10 88  0  0  0
 7  0      0 95814132  23528 789540    0    0     0     5 1030725 999800  2 10 88  0  0  0
 5  0      0 95813360  23528 789544    0    0     0     0 1035956 1005494  2 10 88  0  0  0
 5  0      0 95813460  23528 789544    0    0     0     0 1044145 1013055  2 10 88  0  0  0
11  0      0 95813412  23528 789548    0    0     0     0 1044438 1014737  2 10 88  0  0  0
