procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95903440  23624 789756    0    0    10   394 93456   19  0  1 99  0  0  0
 0  0      0 95902180  23624 789764    0    0     0     0  707  343  0  0 100  0  0  0
 0  0      0 95902180  23624 789768    0    0     0     0  568  361  0  0 100  0  0  0
 0  0      0 95901676  23624 789776    0    0     0    55  561  337  0  0 100  0  0  0
 0  0      0 95901676  23624 789776    0    0     0     0  214  225  0  0 100  0  0  0
 0  0      0 95901676  23624 789776    0    0     0     0   99  127  0  0 100  0  0  0
 0  0      0 95900948  23624 789776    0    0     0     0  336  241  0  0 100  0  0  0
 9  0      0 95847888  23636 790016    0    0     0   588 1340623 1324578  2 15 83  0  0  0
11  0      0 95849960  23636 790016    0    0     0     0 1651571 1638211  4 18 78  0  0  0
 6  0      0 95848148  23636 790016    0    0     0     0 1637428 1621378  3 19 78  0  0  0
 3  0      0 95848276  23636 790020    0    0     0     0 1675624 1669838  4 17 79  0  0  0
10  0      0 95843028  23636 790020    0    0     0     0 1658904 1652784  3 18 79  0  0  0
 8  0      0 95848648  23636 790020    0    0     0    14 1657185 1643269  4 19 77  0  0  0
11  0      0 95855656  23636 790024    0    0     0     0 1651999 1638564  3 18 79  0  0  0
11  0      0 95849100  23636 790024    0    0     0     0 1653846 1641183  4 18 78  0  0  0
 7  0      0 95852784  23636 790024    0    0     0     0 1634264 1617751  3 19 78  0  0  0
 2  0      0 95854248  23636 790028    0    0     0     0 1646217 1632695  3 18 79  0  0  0
 8  0      0 95851856  23640 790028    0    0     0     5 1639687 1628107  3 19 77  0  0  0
15  0      0 95851972  23640 790028    0    0     0     0 1668965 1656373  3 18 79  0  0  0
 8  0      0 95854264  23640 790028    0    0     0     0 1663989 1654892  3 17 80  0  0  0
17  0      0 95850960  23640 790028    0    0     0     0 1656238 1643813  4 19 77  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 95842244  23640 790028    0    0     0     0 1639869 1625007  3 20 76  0  0  0
 6  0      0 95849896  23640 790028    0    0     0     5 1646302 1634804  4 19 77  0  0  0
13  0      0 95856912  23640 790032    0    0     0     0 1643150 1627756  3 19 77  0  0  0
 9  0      0 95851116  23640 790032    0    0     0     0 1656220 1643449  4 19 77  0  0  0
 6  0      0 95846492  23640 790036    0    0     0     0 1670215 1655973  4 18 78  0  0  0
