Linux 6.6.121-0-virt (ip-172-31-2-238) 	03/18/26 	_aarch64_	(48 CPU)

19:52:31      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
19:52:32            0       639      1.55      2.13      2.30         0
19:52:33            0       640      1.55      2.13      2.30         0
19:52:34            0       638      1.55      2.13      2.30         0
19:52:35            0       638      1.42      2.10      2.29         0
19:52:36            0       638      1.42      2.10      2.29         0
19:52:37            0       638      1.42      2.10      2.29         0
19:52:38            0       638      1.42      2.10      2.29         0
19:52:39            0       641      1.42      2.10      2.29         0
19:52:40           17       641      2.11      2.23      2.33         0
19:52:41           11       641      2.11      2.23      2.33         0
19:52:42           15       641      2.11      2.23      2.33         0
19:52:43           12       641      2.11      2.23      2.33         0
19:52:44            9       641      2.11      2.23      2.33         0
19:52:45           16       641      3.06      2.42      2.39         0
19:52:46           12       641      3.06      2.42      2.39         0
19:52:47            6       641      3.06      2.42      2.39         0
19:52:48            2       641      3.06      2.42      2.39         0
19:52:49            7       641      3.06      2.42      2.39         0
19:52:50            9       641      3.22      2.47      2.40         0
19:52:51           16       641      3.22      2.47      2.40         0
19:52:52           11       641      3.22      2.47      2.40         0
19:52:53           10       641      3.22      2.47      2.40         0
19:52:54            6       641      3.22      2.47      2.40         0
19:52:55            6       640      3.44      2.53      2.42         0
19:52:56           15       640      3.44      2.53      2.42         0
19:52:57           12       638      3.44      2.53      2.42         0
Average:            7       640      2.46      2.31      2.35         0
