Linux 6.6.121-0-virt (ip-172-31-0-225) 	03/18/26 	_aarch64_	(48 CPU)

19:51:34      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
19:51:35            0       578      0.47      1.10      1.33         0
19:51:36            0       577      0.47      1.10      1.33         0
19:51:37            0       577      0.47      1.10      1.33         0
19:51:38            0       577      0.43      1.08      1.32         0
19:51:39            9       700      0.43      1.08      1.32         0
19:51:40            5       700      0.43      1.08      1.32         0
19:51:41           20       700      0.43      1.08      1.32         0
19:51:42            4       697      0.43      1.08      1.32         0
19:51:43           23       697      0.96      1.18      1.35         0
19:51:44            9       697      0.96      1.18      1.35         0
19:51:45           10       697      0.96      1.18      1.35         0
19:51:46           18       697      0.96      1.18      1.35         0
19:51:47           17       697      0.96      1.18      1.35         0
19:51:48            0       697      0.88      1.16      1.34         0
19:51:49           10       697      0.88      1.16      1.34         0
19:51:50            4       697      0.88      1.16      1.34         0
19:51:51           23       697      0.88      1.16      1.34         0
19:51:52            7       697      0.88      1.16      1.34         0
19:51:53           10       695      1.13      1.20      1.36         0
19:51:54           11       695      1.13      1.20      1.36         0
19:51:55           16       695      1.13      1.20      1.36         0
19:51:56            6       695      1.13      1.20      1.36         0
19:51:57           11       695      1.13      1.20      1.36         0
19:51:58            6       694      2.32      1.45      1.44         0
19:51:59           18       694      2.32      1.45      1.44         0
19:52:00           17       692      2.32      1.45      1.44         0
Average:           10       678      0.98      1.18      1.35         0
