Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

14:22:03      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
14:22:04            0       576      0.74      1.04      0.53         0
14:22:05            0       575      0.74      1.04      0.53         0
14:22:06            0       575      0.74      1.04      0.53         0
14:22:07            0       575      0.74      1.04      0.53         0
14:22:08           10       648      0.74      1.04      0.53         0
14:22:09            6       648      1.24      1.14      0.57         0
14:22:10            4       648      1.24      1.14      0.57         0
14:22:11            7       648      1.24      1.14      0.57         0
14:22:12            4       648      1.24      1.14      0.57         0
14:22:13            4       648      1.24      1.14      0.57         0
14:22:14            5       648      1.54      1.20      0.59         0
14:22:15            3       648      1.54      1.20      0.59         0
14:22:16           12       648      1.54      1.20      0.59         0
14:22:17            8       648      1.54      1.20      0.59         0
14:22:18            4       648      1.54      1.20      0.59         0
14:22:19            7       648      1.98      1.30      0.63         0
14:22:20            4       648      1.98      1.30      0.63         0
14:22:21           10       648      1.98      1.30      0.63         0
14:22:22            6       648      1.98      1.30      0.63         0
14:22:23            8       648      1.98      1.30      0.63         0
14:22:24            6       648      2.22      1.36      0.65         0
14:22:25            8       648      2.22      1.36      0.65         0
14:22:26            6       648      2.22      1.36      0.65         0
14:22:27            6       647      2.22      1.36      0.65         0
14:22:28            2       645      2.22      1.36      0.65         0
14:22:29            7       643      2.44      1.42      0.67         0
Average:            5       636      1.58      1.22      0.60         0
