Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

14:20:30      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
14:20:31            0       577      1.26      1.05      0.47         0
14:20:32            0       576      1.26      1.05      0.47         0
14:20:33            0       576      1.26      1.05      0.47         0
14:20:34            0       576      1.16      1.03      0.47         0
14:20:35            8       645      1.16      1.03      0.47         0
14:20:36            5       645      1.16      1.03      0.47         0
14:20:37            4       645      1.16      1.03      0.47         0
14:20:38           11       645      1.16      1.03      0.47         0
14:20:39            9       645      1.86      1.18      0.52         0
14:20:40           13       645      1.86      1.18      0.52         0
14:20:41           10       645      1.86      1.18      0.52         0
14:20:42           13       645      1.86      1.18      0.52         0
14:20:43            9       645      1.86      1.18      0.52         0
14:20:44           10       645      1.95      1.21      0.53         0
14:20:45            6       645      1.95      1.21      0.53         0
14:20:46            6       645      1.95      1.21      0.53         0
14:20:47            3       645      1.95      1.21      0.53         0
14:20:48            5       645      1.95      1.21      0.53         0
14:20:49            4       645      1.96      1.22      0.54         0
14:20:50            9       645      1.96      1.22      0.54         0
14:20:51           10       645      1.96      1.22      0.54         0
14:20:52            9       645      1.96      1.22      0.54         0
14:20:53            8       645      1.96      1.22      0.54         0
14:20:54            6       644      2.28      1.30      0.57         0
14:20:55            6       644      2.28      1.30      0.57         0
14:20:56            5       642      2.28      1.30      0.57         0
Average:            6       634      1.74      1.16      0.52         0
