procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95895156  24204 792304    0    0     4   168 71763   15  0  1 99  0  0  0
 0  0      0 95894904  24204 792312    0    0     0     0  660  335  0  0 100  0  0  0
 0  0      0 95894652  24204 792316    0    0     0     0  607  392  0  0 100  0  0  0
 0  0      0 95894176  24204 792324    0    0     0     0  517  297  0  0 100  0  0  0
 0  0      0 95894176  24204 792324    0    0     0     0  316  272  0  0 100  0  0  0
 0  0      0 95894176  24208 792320    0    0     0    16  121  136  0  0 100  0  0  0
 0  0      0 95893924  24208 792324    0    0     0     0  589  315  0  0 100  0  0  0
 7  0      0 95859672  24216 792576    0    0     0   563 1098555 1162158  2 11 86  0  0  0
 6  0      0 95859716  24216 792576    0    0     0     0 1422139 1491329  3 12 85  0  0  0
 6  0      0 95859356  24216 792576    0    0     0     0 1416872 1489141  2 11 87  0  0  0
 8  0      0 95859388  24216 792580    0    0     0     0 1409662 1468565  3 13 84  0  0  0
 6  0      0 95859428  24216 792580    0    0     0     0 1427739 1494268  2 12 86  0  0  0
 6  0      0 95859500  24216 792580    0    0     0    15 1391093 1468003  3 12 85  0  0  0
 8  0      0 95859324  24216 792584    0    0     0     0 1362739 1441476  3 13 84  0  0  0
 8  0      0 95858904  24216 792584    0    0     0     0 1359448 1437247  3 14 83  0  0  0
12  0      0 95858980  24216 792588    0    0     0     0 1365222 1445740  2 13 84  0  0  0
 6  0      0 95859096  24216 792588    0    0     0     0 1367916 1454095  3 13 84  0  0  0
10  0      0 95859168  24216 792588    0    0     0     5 1358132 1442478  3 14 83  0  0  0
11  0      0 95859240  24216 792588    0    0     0     0 1366629 1439292  2 13 85  0  0  0
 7  0      0 95859284  24216 792588    0    0     0     0 1370764 1446844  3 13 84  0  0  0
 5  0      0 95858860  24216 792588    0    0     0     0 1402926 1471569  3 12 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 95858900  24216 792588    0    0     0     0 1404177 1464233  2 12 86  0  0  0
 8  0      0 95854600  24216 792588    0    0     0     5 1376930 1457598  3 12 85  0  0  0
11  0      0 95854648  24216 792592    0    0     0     0 1396427 1475480  3 12 85  0  0  0
 6  0      0 95854728  24216 792592    0    0     0     0 1383779 1464689  3 14 83  0  0  0
 6  0      0 95854820  24216 792596    0    0     0     0 1393489 1461153  3 12 85  0  0  0
